Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΝΕΟΝ ΑΣΤΡΟΝ,"


1 Χλμ
",1,www.neonastron.gr,boucasxa@otenet.gr,22310-26245,22310-52603,Λαμία,ΠΛΑΤΕΙΑ ΛΑΟΥ 5,351 00,,,
ΝΕΦΕΛΗ,"


0.3 Χλμ
",3,www.skyros-nefeli.gr,info@skyros-nefeli.gr,22220-91964,22220-92061,Σκύρος,ΣΚΥΡΟΣ,340 07,22220-92060,,
ΝΗΔΥΜΟΣ,"


0.2 Χλμ
",3,http://www.nidimoshotel.gr/,info@nidimoshotel.gr,22650-82056,22650-82057,Δελφοί,ΔΗΜΟΥ ΦΡΑΓΚΟΥ 6-8,330 54,,,
ΝΗΝΕΜΙΑ,,3,www.ninemia.gr,info@ninemia.gr,22370-24614,22370-24814,Καρπενήσι,7ΧΛΜ ΚΑΡΠΕΝΗΣΙΟΥ-ΠΡΟΥΣΟΥ,361 00,6937841493,,
ΝΙΟΒΗ,"


2 Χλμ
",2,www.hotelniovi.gr,info@hotelniovi.gr,22620-89093,22620-89099,Θήβα,ΕΠΑΜΕΙΝΩΝΔΑ 61,322 00,22620-29888,,
ΝΙΟΒΗ,"


0.2 Χλμ
",1,,,22350-22424,,Καμένα Βούρλα,Γ.ΒΑΣΙΛΕΙΑΔΗ 3,350 08,,2235-022424,
ΝΟΣΤΟΣ,,3,http://www.nostoshotel.info,papalexis@nostoshotel.info,22650-41266,,Γαλαξίδι,ΠΛΑΤΕΙΑ ΗΡΩΩΝ  &  ΠΑΠΑΠΕΤΡΟΥ,330 52,,,
ΝΟΥΦΑΡΑ,"


0.8 Χλμ
",2,www.hotelnoufara.gr,hotelnoufara@gmail.com,22350-23028,22350-23028,Καμένα Βούρλα,28ΗΣ ΟΚΤΩΒΡΙΟΥ 28,350 08,,2235-023028,
ΝΤΕΛΛΗΣ,"


0.5 Χλμ
",3,www.hoteldellis.gr,info@hoteldellis.gr,22350-23020,22350-23020,Καμένα Βούρλα,ΘΕΡΜΟΠΥΛΩΝ 1,350 08,,6977-522177,
ΞΕΝΙΑ,"


5 Χλμ
",2,http://www.platystomo.gr/,info@platystomo.gr,22360-22510,22360-22513,Πλατύστομο,,350 11,22360-22519,,
ΞΕΝΙΟΣ ΖΕΥΣ,"


0.02 Χλμ
",2,,stellapapastamou@gmail.com,22260-22106,22260-23258,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 27,343 00,,6945301221,
ΞΕΝΙΟΣ ΖΕΥΣ,"


2 Χλμ
",3,,renakara13@gmail.com,22280-31068,22820-32218,Πολιτικά,ΠΟΛΙΤΙΚΑ ΕΥΒΟΙΑΣ,344 00,6936414722,,
Ο ΔΑΦΝΟΣ,,2,,,22660-51745,,Δάφνος,ΔΑΦΝΟΣ ΑΜΦΙΣΣΑΣ,330 53,,,
Ο ΔΡΟΥΓΟΣ,"


7 Χλμ
",1,,xdrougos@gmail.com,22320-22446,22320-23177,Πουρνάρι,,350 10,22320-22219,,
ΟΙ ΔΥΟ ΑΔΕΛΦΕΣ,"


1 Χλμ
",3,www.leduesorelle.gr,info@leduesorelle.gr,22660-71384,22660-71070,Σπηλιά,ΣΠΗΛΙΑ ΤΡΙΖΟΝΙΩΝ ΦΩΚΙΔΑΣ,330 58,,21-05810990,
ΟΙΤΗ,"


5 Χλμ
",2,,ggletsos@yahoo.gr,22310-59525,210-2715189,Υπάτη,ΥΠΑΤΗ,350 16,,21-02715189,
ΟΙΧΑΛΙΑ,"


24 Χλμ
",3,www.fidakia.gr,oihalia@fidakia.gr,22370-24554,22370-24551,Φιδάκια,,361 00,69830-95933,,
ΟΛΓΑ,"


0.2 Χλμ
",2,,hotelolga1@yahoo.gr,22350-32266,22350-33266,Άγιος Κωνσταντίνος,ΕΥΒΟΪΚΟΥ 6,350 06,22350-31776,,
ΟΛΙΒΙΑ,,2,,,6975952644,,Αγιόκαμπος,,343 00,,,
ΟΛΥΜΠΙΑΚΟΣ ΑΣΤΕΡΑΣ,"


5 Χλμ
",4,www.amarynthosresort.com,info@amarynthosresort.com,22290-36502,22290-36502,Αμάρυνθος,ΑΜΑΡΥΝΘΟΣ ΕΥΒΟΙΑΣ,340 06,,2229-038130,2229-038260
ΟΛΥΜΠΙΚ,"


0.03 Χλμ
",3,www.olympic-hotel.gr,info@olympic-hotel.gr,22650-82793,22650-82780,Δελφοί,ΔΕΛΦΟΙ,330 54,,,
ΟΜΗΡΟΣ,"


18 Χλμ
",3,www.omirosluxuryhotel.gr,luxuryhotelomiros@gmail.com,22260-22978,22260-22979,Λουτρά Αιδηψού,ΟΜΗΡΟΥ 5,343 00,6938-434996,,
ΟΜΙΛΕΑ,,3,www.omilaia.gr,info@omilaia.gr,2236061023,,Γαρδίκι,,350 03,,,
ΟΝΕΙΡΟ,,3,oneiro-studios.gr,sofia198125@hotmail.com,6981120437,,Λουτρά Αιδηψού,,34300,,,
ΟΝΕΙΡΟΠΕΤΡΑ,,3,www.oniropetra.gr,info@oniropetra.gr,22370-21112,22370-93276,Καρπενήσι,ΘΕΣΗ ΑΜΠΛΑΣ,361 00,22370-22003,,
ΟΡΑΜΑ,"


35 Χλμ
",2,www.hotelorama-evia.com,oramaae@otenet.gr,22260-43291,22260-43300,Βασιλικά,ΒΑΣΙΛΙΚΑ ΙΣΤΙΑΙΑΣ ΕΥΒΟΙΑΣ,342 00,22260-43009,2226043291,
ΟΡΕΙΑΔΕΣ,"


4 Χλμ
",3,www.oriades.com.gr,,22370-25400,,Κορυσχάδες,,361 00,,,
ΟΡΜΟΣ ΔΙΑΚΟΠΩΝ,"


25 Χλμ
",2,www.bayholiday.gr,info@bayholiday.gr,6977266466,22380-41440,Καραβόμυλος,ΚΑΡΑΒΟΜΥΛΟΣ ΣΤΥΛΙΔΑΣ ΦΘΙΩΤΙΔΑΣ,353 00,22380-41548,6977266466,
ΟΡΦΕΑΣ,"


0.5 Χλμ
",2,,info@orfeasdelphi.com,22650-82077,22650-82079,Δελφοί,ΔΕΛΦΟΙ,330 54,,,
ΟΣΙΟΣ ΙΩΑΝΝΗΣ Ο ΡΩΣΣΟΣ,,2,https://oir.gr/,info@oir.gr,2227041462,2227041308,Προκόπι,ΠΡΟΚΟΠΙ ΕΥΒΟΙΑΣ,340 04,,,
ΟΥΡΑΝΙΑ,"


0.8 Χλμ
",1,,,22350-24631,,Καμένα Βούρλα,28ΗΣ ΟΚΤΩΒΡΙΟΥ 18,350 08,,6945-598531,
ΟΦΙΤΕΙΑ,,4,,marianthie_87@hotmail.com,22340-23511,,Αμφίκλεια,ΑΜΦΙΚΛΕΙΑ ΦΘΙΩΤΙΔΟΣ,350 02,,,
ΠΑΓΩΝΑ,,2,www.pagonahotel.gr,liosis@pagonahotel.gr,22260-22326,22260-22326,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ ΕΥΒΟΙΑΣ,343 00,22260-23688,6974169263,
ΠΑΛΑΙΟ ΠΑΝΔΟΧΕΙΟ,,4,www.oldinn.gr,oldinn.gr@gmail.com,22370-25201,210-6457486,Κορυσχάδες,ΚΟΡΥΣΧΑΔΕΣ ΚΑΡΠΕΝΗΣΙΟΥ,361 00,6978993281,,
ΠΑΛΙΡΡΟΙΑ,"


0.3 Χλμ
",3,www.paliria-hotel.gr,info@paliria-hotel.gr,22210-28001,22210-81959,Χαλκίδα,ΒΟΥΔΟΥΡΗ 32 ΚΑΙ ΕΛ.ΒΕΝΙΖΕΛΟ,341 00,22210-82341,,
ΠΑΛΛΑΔΙΟΝ,"


15 Χλμ
",2,,katerinakoits@yahoo.com,22260-22265,22260-60009,Λουτρά Αιδηψού,25ΗΣ ΜΑΡΤΙΟΥ 28,343 00,22260-22226,21-07791654,
ΠΑΛΜΑΡΙΒΑ,"


2 Χλμ
",4,www.palmariva.gr,recervations@palmariva.gr,22290-62411,22290-62418,Μαλακώντα,ΜΑΛΑΚΟΝΤΑ ΕΥΒΟΙΑΣ,340 08,22290-62417,,
ΠΑΝ,"


0.2 Χλμ
",2,www.panartemis.gr,info@panartemis.gr,22650-82294,22650-83244,Δελφοί,ΔΕΛΦΟΙ,330 54,,,
ΠΑΝΘΕΟΝ,"


30 Χλμ
",2,,,22350-22351,,Καμένα Βούρλα,ΒΥΡΩΝΟΣ 79,350 08,22350-22952,2235-022952,
ΠΑΝΘΕΟΝ,"


30 Χλμ
",2,www.pantheondafni.gr,info@pantheondafni.gr,22280-31636,22280-31636,Δάφνη,ΔΑΦΝΗ ΝΕΡΟΤΡΙΒΙΑΣ ΕΥΒΟΙΑΣ,344 00,22280-31229,,
ΠΑΝΟΡΑΜΑ,"


0.05 Χλμ
",2,www.panoramagranitsa.gr,panoramagranitsa@gmail.com,22370-61258,22370-61411,Γρανίτσα,ΓΡΑΝΙΤΣΑ ΕΥΡΥΤΑΝΙΑΣ,360 72,,,
ΠΑΝΟΡΑΜΑ,"


5 Χλμ
",2,www.panorama-kimi.gr,katerinakarava@yahoo.gr,22220-71252,22220-29755,Πλατάνα,,340 03,,6947780143,
ΠΑΝΟΡΑΜΑ,"


6 Χλμ
",2,,,22330-89410,,Σκάλα,,352 00,22330-31877,,
ΠΑΝΟΡΑΜΑ,"


22 Χλμ
",2,,,22260-24140,,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,6944-393151,6944-393151,
ΠΑΡΑΔΕΙΣΟΣ,,2,,piribi5@yahoo.gr,6944596261,,Κροκύλειο,,33056,,,
ΠΑΡΑΛΙΑ ΓΟΝΑΤΑ,"


4 Χλμ
",2,,,22380-51398,22380-51124,Πελασγία,ΠΕΛΑΣΓΙΑ ΦΘΙΩΤΙΔΟΣ,350 13,,,
ΠΑΡΚ,,2,http://www.parkhoteledipsos.com/,patapos@yahoo.com,22260-22714,,Παραλία Αγίου Νικολάου,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,343 00,6977000604,6977000604,
ΠΑΡΝΑΣΣΙΑ,"


15 Χλμ
",3,www.parnassia.gr,parnassiahotel@yahoo.gr,22670-29245,22670-29143,Αράχοβα,,320 04,22670-29246,,
ΠΑΡΝΑΣΣΟΣ,"


18 Χλμ
",3,www.parnassosdelphi.com,info@parnassos.org,22650-82321,22650-82621,Δελφοί,Β.ΠΑΥΛΟΥ & ΦΡΕΙΔΕΡΙΚΗΣ 32,330 54,2265082370,,
ΠΑΡΝΑΣΣΟΣ,"


0.3 Χλμ
",1,,,22650-32347,,Ιτέα,ΚΑΠΟΔΙΣΤΡΙΟΥ 84,332 00,,,
ΠΑΡΝΑΣΣΟΣ,,2,www.hotelparnassos.gr,info@hotelparnassos.gr,22670-31307,22670-31307,Αράχοβα,ΔΕΛΦΩΝ 18,320 04,,,
ΠΑΡΝΑΣΣΟΣ,"


0.05 Χλμ
",2,,,22310-59523,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,6974095347,2231-059453,
ΠΕΛΑΓΟΣ,"


5 Χλμ
",4,www.hotelpelagos.gr,info@hotelpelagos.gr,22210-99310/7,22210-98696,Δροσιά,ΑΓΙΟΣ ΜΗΝΑΣ ΧΑΛΚΙΔΟΣ,341 00,,,
ΠΕΛΑΓΟΣ ΣΤΟΥΝΤΙΟΣ,"


6 Χλμ
",3,www.pelagosstudios.gr,hotel.pelagos@gmail.com,22220-71050,22220-71170,Πλατάνα,ΠΛΑΤΑΝΑ ΚΥΜΗΣ ΕΥΒΟΙΑΣ,340 03,6945398330,,
ΠΕΡΙΓΙΑΛΙ,"


1.5 Χλμ
",3,www.perigiali.com,info@perigiali.com,22220-92075,22220-92770,Σκύρος,ΜΑΓΑΖΙΑ ΣΚΥΡΟΣ,340 07,,,
ΠΕΡΣΕΦΟΝΗ,"


0.3 Χλμ
",2,,fotis.giorgis1980@gmail.com,+302235022736,,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ ΚΑΙ 25ΗΣ ΜΑΡΤΙΟΥ,350 08,,,
ΠΕΤΙΤ ΒΙΛΛΑΤΖ,"


19 Χλμ
",2,www.petitvillage.gr,korozism@otenet.gr,22290-60070,22290-60417,Μαλακώντα,ΜΑΛΑΚΟΝΤΑ ΕΡΕΤΡΙΑΣ,341 00,,2229-060070,
ΠΗΛΙ ΜΠΗΤΣ,"


1 Χλμ
",2,,pilibeach55@gmail.com,22270-91200,,Πήλι,ΠΗΛΙ ΕΥΒΟΙΑΣ-ΜΑΝΤΟΥΔΙ,340 04,,2221-086661,
ΠΛΑΖΑ,"


0.1 Χλμ
",2,,n.vlahoutsikou@gmail.com,22270-31235,22270-31336,Λίμνη,ΛΙΜΝΗ ΕΥΒΟΙΑΣ,340 05,,,
ΠΛΑΖΑ,"


0.2 Χλμ
",2,www.hotelplaza-styra.gr,hotelplaza.styra@gmail.com,22240-41492,22240-41429,Νέα Στύρα,ΝΕΑ ΣΤΥΡΑ ΕΥΒΟΙΑΣ,340 15,,6948119342,
ΠΟΛΥΔΡΟΣΟ,"


12 Χλμ
",2,,hotelpolydrossos@gmail.com,22340-51216,,Πολύδροσος,ΠΟΛΥΔΡΟΣΟ ΠΑΡΝΑΣΙΔΟΣ,330 51,22340-51849,,
ΠΟΡΤΟ ΑΡΙΜΑΡ,"


0.05 Χλμ
",2,www.portoarimar.com,contact@portoarimar.com,22670-41371,22670-41372,Αράχοβα,ΑΝΤΙΚΥΡΑ ΒΟΙΩΤΙΑΣ,320 12,22670-41372,6936-718804,
ΠΟΡΤΟ ΛΟΥΡΜΠΑ,"


2 Χλμ
",3,www.portolourbas.com,info@portolourbas.com,22650-41230,22650-41976,Γαλαξίδι,ΓΑΛΑΞΕΙΔΙ,330 52,22650-42009,,
ΠΟΣΕΙΔΩΝ,"


10 Χλμ
",2,,poseidonlef@gmail.com,22210-53030,,Βασιλικό,ΛΕΥΚΑΝΤΙ ΕΥΒΟΙΑΣ,340 02,22210-51061,,
ΠΟΣΕΙΔΩΝ,"


5 Χλμ
",1,,sandritsopoulos@gmail.com,22330-91293,,Αρκίτσα,,352 00,22330-91620,22330-91293,
ΠΟΣΕΙΔΩΝΙΟΝ,,2,,,22350-22472,,Καμένα Βούρλα,ΑΓΙΟΥ ΠΑΝΤΕΛΕΗΜΩΝΟΣ 6,350 08,,2235-022472,
ΠΟΥΛΙΑ,"


0.05 Χλμ
",1,,,22350-31663,22350-31663,Άγιος Κωνσταντίνος,ΘΕΡΜΟΠΥΛΩΝ 4,350 06,6978098101,2235-031663,2235-031663
ΠΡΑΣΙΝΟ ΚΑΙ ΓΑΛΑΖΙΟ,"


12 Χλμ
",3,www.greenblue.gr,info@greenblue.gr,26340-91362,26340-91133,Μαραθιάς,,330 56,,,
ΠΡΙΓΚΗΠΙΚΟ,"


1 Χλμ
",2,www.prigipikon.gr,prigip@otenet.gr,6932279240,22310-59138,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,22310-59138,6932279240,2231059138
ΠΥΘΙΑ ΞΕΝ/ΧΕΙΟ ΤΕΧΝΗΣ,"


0.8 Χλμ
",3,http://www.artpythia.gr,delphxen@otenet.gr,22650-82328,,Δελφοί,ΦΡΕΙΔΕΡΙΚΗΣ 6,330 54,,,
ΠΥΡΓΟΣ ΤΟΥ ΜΑΡΑΘΙΑ,"


9 Χλμ
",3,www.maratheatowerhotel.gr,eskout@gmail.com,22370-31441,2310-308655,Μαραθιά,,360 71,6944-153825,6944-153825,231-0308655
ΡΑΝΙΑ,"


0.01 Χλμ
",2,,koukouliampas.k@gmail.com,22260-23233,22260-23283,Λουτρά Αιδηψού,ΜΕΛ.ΜΕΡΚΟΥΡΗ 7,343 00,22260-52935,2226-052935,2226-069328
ΡΕΓΓΙΝΑ,"


0.15 Χλμ
",2,,,22350-22302,22350-32604,Καμένα Βούρλα,ΠΑΝΟΥΡΓΙΑ 19,350 08,22350-22450,2235-031285,2235-032604
ΡΕΞ ΠΟΛΙΤΗ,"


6 Χλμ
",2,www.hotel-rexpoliti.gr,politis74@yahoo.gr,22310-59313,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,,6974608737,
ΡΕΞ ΧΑΣΙΩΤΗ,"


17 Χλμ
",2,users.in.gr/gchasiotou,sioukiou@gmail.com,22310-59308,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,22310-59521,21-02134468,
ΡΙΤΣΑ,"


0.2 Χλμ
",2,www.hotel-ritsa.gr,kostaskakaras@gmail.com,22350-22304,,Καμένα Βούρλα,ΚΑΜΜΕΝΑ ΒΟΥΡΛΑ,350 08,2235024235,2235-024235,
ΡΟΒΙΑΙ,"


0.5 Χλμ
",2,www.hotel-rovies.gr,andreas_vasiliou@hotmail.com,22270-71110,22270-71610,Ροβιές,ΡΟΒΙΕΣ ΕΥΒΟΙΑΣ,340 05,22270-71213,2227-071213,
ΡΟΜΑΝΤΙΚΑ,"


0.1 Χλμ
",2,,info@romantica-edipsos.gr,2226024793,22260-24794,Λουτρά Αιδηψού,28ΗΣ ΟΚΤΩΒΡΙΟΥ 62,343 00,2226024794,21-06217203,
ΣΑΓΗΝΗ,"


22 Χλμ
",3,www.hotelsagini.gr,nancyksagoni@yahoo.gr,22260-60233,22260-60233,Λουτρά Αιδηψού,ΦΙΛΕΛΛΗΝΩΝ 85,343 00,,2226-032244,
ΣΑΜΑΡΑΣ,"


2 Χλμ
",3,www.samarashotel.gr,h-samaras@otenet.gr,22310-28971/5,22310-42704,Λαμία,ΡΟΖ.ΑΓΓΕΛΗ-ΠΛΑΤ.ΔΙΑΚΟΥ,351 00,42701/3,,
ΣΑΝΤΑ ΜΑΡΙΝΑ ΑΡΑΧΩΒΑ ΡΗΖΟΡΤ,"


12 Χλμ
",5,www.santa-marina.gr,leonidas.anagnostou@santa-marina.gr,22670-31954,22670-31955,Αράχοβα,ΑΡΑΧΟΒΑ ΒΟΙΩΤΙΑΣ,320 04,210-4226571,,
ΣΕΛΕΣΤΙΝΑ,,3,www.selestina.gr,info@selestina.gr,22370-89008,22370-89007,Καρπενήσι,ΣΑΚΚΑΛΗ 8,361 00,22370-89009,,
ΣΕΛΗΝΗ,"


4 Χλμ
",3,www.celinihotel.com,info@celinihotel.com,22240-32217,22240-32255,Φηγιάς,ΑΝΩ ΦΥΓΙΑ ΜΑΡΜΑΡΙΟΥ ΕΥΒΟΙΑΣ,340 13,210-8051443,6932-191375,210-8051443
ΣΕΜΙΡΑΜΙΣ,"


60 Χλμ
",2,,semiramisxir@gmail.com,22260-22187,,Λουτρά Αιδηψού,ΕΡΜΟΥ 92,343 00,,2261-028385,2261-028385
ΣΕΤΑ ΑΛΩΝΙΑ,,4,www.settaalonia.gr,info@settaalonia.gr,2229-036388,,Σέτα,ΣΕΤΑ ΑΜΑΡΥΝΘΟΥ,340 06,,,
ΣΙΒΥΛΛΑ,"


0.15 Χλμ
",1,www.sibylla-hotel.gr,sibydel@otenet.gr,22650-82335,22650-83221,Δελφοί,ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ 9,330 54,,,
ΣΙΝΤΑΡΣ,"


1 Χλμ
",4,https://pasvaf.wixsite.com/levendi-hotel,reservations@levendi.gr,22350-32696,22350-32255,Άγιος Κωνσταντίνος,17ΧΙΛ. Ε.Ο. ΑΘΗΝΩΝ-ΛΑΜΙΑΣ,350 06,,21-06984033,21-06984036
ΣΙΣΣΥ,"


0.5 Χλμ
",2,www.hotelsissy.gr,info@hotelsissy.gr,6932104692,,Καμένα Βούρλα,ΙΠΠΟΚΡΑΤΗ 41,350 08,2235022277,2235022190,
ΣΚΑΛΑ,"


0.15 Χλμ
",2,,eemmiilliiaa@yahoo.gr,22380-31113,22380-31754,Ράχες,ΡΑΧΕΣ ΦΘΙΩΤΙΔΑΣ,353 00,,,
ΣΚΑΜΝΟΣ,"


14 Χλμ
",4,www.skamnos.com,info@skamnos.com,22670-31927,22670-29109,Αράχοβα,ΣΚΑΜΝΟΣ ΑΡΑΧΩΒΑΣ,320 04,6932457666,,
ΣΚΥΡΟΣ ΠΑΛΛΑΣ,"


4.5 Χλμ
",4,http://skirospalace.gr,info@skirospalace.gr,22220-91994,22220-92070,Σκύρος,ΣΚΥΡΟΣ (ΠΕΡΑ ΚΑΜΠΟΣ),340 07,22220-91310,2102756007,21-02752094
ΣΚΥΡΟΣ ΧΟΛΙΝΤΕΪΣ,,3,,,22220-93193,,Ατσίτσα,,340 07,22220-93194,,
ΣΟΝΙΑ,,2,,,22350-22361,,Καμένα Βούρλα,ΚΝΗΜΙΔΟΣ 2,350 08,,2235-080640,
ΣΟΥΡΗΣ,"


85 Χλμ
",2,www.sourishotel.gr,hotelsouris@hotmail.com,22270-71480,22270-71481,Ροβιές,ΡΟΒΙΕΣ ΕΥΒΟΙΑΣ,340 05,2227071480,,
ΣΠΑΝΟΣ,"


4.5 Χλμ
",4,www.kymipalace.gr,info@kymipalace.gr,22220-22500,22220-23500,Παραλία Κύμης,ΠΑΡΑΛΙΑ ΚΥΜΗΣ,340 03,,,
ΣΤΑΔΙΟΝ,"


0.4 Χλμ
",1,,,22260-22246,,Λουτρά Αιδηψού,ΜΑΚΕΔΟΝΟΜΑΧΩΝ 1,343 00,,2226-052321,
ΣΤΑΔΙΟΝ,"


18 Χλμ
",2,www.stadionhtl.com,reservations@stadionhtl.com,22650-82251,22650-82774,Δελφοί,ΑΠΟΛΛΩΝΟΣ 21,330 54,22650-83174,,
ΣΤΑΡ,"


20 Χλμ
",2,,docstaratzis@otenet.gr,22260-23116,210-6127673,Λουτρά Αιδηψού,ΒΥΖΑΝΤΙΝΩΝ ΑΥΤΟΚΡΑΤΟΡΩΝ 11,343 00,22260-22378,,
ΣΤΕΝΗ,"


0.1 Χλμ
",2,,vpappas@hotelsteni.gr,6983653252,22280-51221,Στενή Δίρφυος,ΣΤΕΝΗ ΕΥΒΟΙΑΣ,340 14,,,
ΣΤΕΦΑΝΙΑ,"


0.8 Χλμ
",3,http://hotelstefania.gr/,info@hotelstefania.gr,22290-67126,22290-38625,Αμάρυνθος,ΑΜΑΡΥΝΘΟΣ ΕΥΒΟΙΑΣ,340 06,,6942495794,
ΣΤΥΡΑ ΒΙΛΑΤΖ,"


36 Χλμ
",2,,,22240-41577,,Νέα Στύρα,ΝΕΑ ΣΤΥΡΑ ΕΥΒΟΙΑΣ,340 15,,6972-033974,
ΤΑ 40 ΠΛΑΤΑΝΙΑ,"


22 Χλμ
",2,www.40platania.gr,info@40platania.gr,22260-23034,22260-24643,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,22260-23349,,
ΤΑΓΛΗ ΘΕΡΕΤΡΟ,"


12 Χλμ
",5,www.tagliresort.gr,info@tagliresort.com,2267032532,2267029161,Καλύβια Λιβαδίου Αράχωβας,ΛΙΒΑΔΙ ΠΑΡΝΑΣΣΟΥ,320 04,2105811119,21-05811119,
ΤΑΙΝΑΡΟΝ,"


25 Χλμ
",2,,nena_dimakakou@hotmail.com,22260-23250,22260-24250,Λουτρά Αιδηψού,ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ,343 00,210-8027060,21-08027060,
ΤΟ ΚΥΜΑ,"


1 Χλμ
",3,www.tokymahotel.gr,tokymahotel@gmail.com,22290-37212,,Αμάρυνθος,ΑΜΑΡΥΝΘΟΣ ΕΥΒΟΙΑΣ,340 06,,2229-037463,
ΤΟ ΜΠΑΛΚΟΝΙ ΤΗΣ ΑΓΟΡΙΑΝΗΣ,,2,www.balcony.gr,info@balcony.gr,22340-61227,,Επτάλοφος,ΕΠΤΑΛΟΦΟΣ ΦΩΚΙΔΟΣ,330 57,,,
ΤΟ ΝΕΟΝ,"


16 Χλμ
",2,www.hoteltoneon.gr,info@hoteltoneon.gr,22310-59758,,Λουτρά Υπάτης,ΛΟΥΤΡΑ ΥΠΑΤΗΣ,350 16,22310-59597,22310-24663/6944-227272,22310-24663
ΤΟ ΡΟΔΙ,,3,www.torodihotel.gr,torodihotel@gmail.com,2227071666,,Ροβιές,ΡΟΒΙΕΣ ΕΥΒΟΙΑΣ,340 05,,2227071666,
ΤΟ ΡΟΔΟΝ,"


7 Χλμ
",2,www.rodonhotel.gr,info@rodonhotel.gr,22260-72270,22260-72268,Νέος Πύργος,ΝΕΟΣ ΠΥΡΓΟΣ ΙΣΤΙΑΙΑΣ ΕΥΒΟΙΑΣ,340 12,22260-72271,,
ΤΟ ΧΑΝΙ ΤΟΥ ΖΕΜΕΝΟΥ,"


3 Χλμ
",3,www.hanizemenou.gr,hanizemenou@gmail.com,2267031204,22670-31146,Ζεμενό Αράχοβας,ΖΕΜΕΝΟ ΒΟΙΩΤΙΑΣ,320 04,2267031146,,
ΤΟΥ ΓΙΑΝΝΗ,,3,www.johnshotel.gr,milonas1@otenet.gr,22210-24996,22210-24996,Χαλκίδα,ΑΓΓΕΛΗ ΓΟΒΙΟΥ 9,341 00,22210-24998,,
ΤΡΙΑΝΤΑΦΥΛΛΟΥ,"


0.2 Χλμ
",1,,we1sol@hotmail.gr,22340-29329,,Κάτω Τιθορέα,,350 15,,,
ΤΡΙΖΟΝΙΑ ΑΚΤΗ,,3,www.trizoniabeachhotel.gr,trizoniabeachhotel@yahoo.gr,22660-71563,22660-71564,Τριζόνια,ΤΡΙΖΟΝΙΑ ΕΡΑΤΕΙΝΗ,330 58,6947-151165,27410-83661,27410-28089
ΤΡΟΚΑΝΤΕΡΟ,"


0.15 Χλμ
",3,www.hoteltrokadero.com,info@hoteltrokadero.com,2265033413,22650-35106,Ιτέα,ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ 2,332 00,,,
ΤΣΑΜΑΝΤΑΝΗΣ,"


7 Χλμ
",2,www.tsamadanis.gr,info@tsamadanis.gr,22380-41138,22380-41770,Καραβόμυλος,233 ΑΘΗΝΩΝ - ΘΕΣΣΑΛΟΝΙΚΗΣ,353 00,22380-41446,,
ΤΣΑΠΑΡΑ,"


1 Χλμ
",2,,tsaparasgiannis@yahoo.gr,22680-23522,22680-22022,Αλίαρτος,ΑΛΙΑΡΤΟΣ ΒΟΙΩΤΙΑΣ,320 01,22680-22022,,
ΤΥΜΦΡΗΣΤΟΣ,"


0.3 Χλμ
",1,,,22350-22332,,Καμένα Βούρλα,,350 08,22350-24332,2236-031213,
ΥΔΡΑ,"


0.3 Χλμ
",2,,evitatsirigoti@gmail.com,22260-22411,,Λουτρά Αιδηψού,ΗΡΑΚΛΕΟΥΣ 22,343 00,,2226-022411,
ΥΔΡΟΥΣΑ,"


2 Χλμ
",3,www.hydroussahotel.gr,info@hydroussahotel.gr,22220-91209,22220-92062,Σκύρος,ΣΚΥΡΟΣ,340 07,22220-92063,,
ΦΑΕΘΩΝ,"


15 Χλμ
",2,www.hotel-phaethon.com,phivos.phaethon@gmail.com,22650-82319,22650-82088,Δελφοί,ΔΕΛΦΟΙ,330 54,22650-82315,,
ΦΑΙΔΡΙΑΔΕΣ,"


16 Χλμ
",3,www.fedriades.com,info@fedriades.com,22650-82370,22650-83088,Δελφοί,ΒΑΣ.ΠΑΥΛΟΥ & ΦΡΕΙΔΕΡΙΚΗΣ 46,330 54,,,
ΦΑΝΗ,"


20 Χλμ
",2,www.hotelfani.gr,info@hotelfani.gr,22260-22005,,Άγιος Νικόλαος,ΑΓ.ΝΙΚΟΛΑΟΣ ΑΙΔΗΨΟΥ,343 00,22260-24681,2226-022005,2226-024162
