Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΚΟΣΜΟΣ,"


7 Χλμ
",4,www.hotelclubcosmos.com,kosmosph@otenet.gr,27540-51329,,27540-51786,Πορτοχέλι,ΠΟΡΤΟ ΧΕΛΙ ΑΡΓΟΛΙΔΟΣ,213 00,6932-355100,2754-051786
ΚΟΣΤΑΡΙΝΙ,"


0.5 Χλμ
",2,http://costarini.gr/,jlizas@gmail.com,27570-22879,27570-22100,27570-22879,Λεωνίδιο,ΛΕΩΝΙΔΙΟ ΑΡΚΑΔΙΑΣ,223 00,,
ΚΟΥΚΟΥΡΙ ΒΙΛΑΤΖ,,4,,giannaro@otenet.gr,2733051004,,2733051166,Καφιόνα,,23062,,
ΚΟΥΚΟΥΡΙ ΣΟΥΙΤΕΣ,,3,,giannaro@otenet.gr,2733051002,,,Αρεόπολη,,23062,,
ΚΟΥΡΗΣ,"


0.08 Χλμ
",2,,hotel_kouris@yahoo.gr,27330-51340,,27330-51331,Αρεόπολη,ΑΡΕΟΠΟΛΗ ΛΑΚΩΝΙΑΣ,230 62,,
ΚΟΥΣΤΕΝΗΣ ΧΩΡΙΟ,"


0.5 Χλμ
",3,www.koustenisvillage.gr,koustenisvillage@yahoo.gr,27950-31445,,27950-31025,Δημητσάνα,,220 07,6972-688988,
ΚΡΥΣΤΑΛ,"


5 Χλμ
",2,,,27550-51313,27550-51783,,Παράλιο Άστρος,ΠΑΡΑΛ.ΑΣΤΡΟΥΣ ΚΥΝΟΥΡΙΑΣ,220 19,2755-051313,
ΚΥΑΝΗ ΑΚΤΗ,"


2 Χλμ
",3,www.kyaniaktihotel.gr,kyaniaktihotel@gmail.com,27430-28930,,27430-28930,Ξυλόκαστρο,ΤΣΑΛΔΑΡΗ 68,204 00,2743028930,2743028930
ΚΥΑΝΗ ΑΚΤΗ,"


12 Χλμ
",2,www.angelos-tolo.gr,info@angelos-tolo.gr,+302752059012,+302752059660,27520-99595,Τολό,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 4,210 56,+302752059660,2752099595
ΚΥΝΙΣΚΑ,,3,www.kyniska-hotel.gr,info@hotel-kyniska.gr,2109888523,,,Πλύτρα,ΠΛΥΤΡΑ ΛΑΚΩΝΙΑΣ,230 56,2109888523,2109888522
ΚΥΝΙΣΚΑ ΠΑΛΛΑΣ,,5,www.princesskyniskasuites.gr,info@kyniskasuites.gr,2732083410,2732082321,2732083411,Σπάρτη,,23100,,
ΚΥΠΑΡΙΣΣΙΑ ΜΠΗΤΣ,"


0.4 Χλμ
",3,www.kyparissiabeachhotel.gr,kb.hotel@hotmail.com,27610-24492,27610-24493,27610-24495,Κυπαρισσία,ΛΙΜΑΝΙ,245 00,,
ΚΥΡΙΜΑΙ,"


0.2 Χλμ
",4,www.kyrimai.gr,info@kyrimai.gr,27330-54288,59330,27330-59338,Γερολιμένας,ΓΕΡΟΛΙΜΕΝΑΣ ΛΑΚΩΝΙΑΣ,230 71,,
ΚΥΦΑΝΤΑ,"


0.05 Χλμ
",3,www.kyfanta.com,kyfantahotel@gmail.com,27320-55356,,27320-55045,Κυπαρίσσι,ΚΥΠΑΡΙΣΣΙ ΖΑΡΑΚΑ ΛΑΚΩΝΙΑΣ,230 68,6945-521511,
ΛΑ ΣΑΠΙΕΝΤΖΑ,"


1.5 Χλμ
",3,www.lasapienza.gr,lasapienzahotel@gmail.com,27230-31880,,27230-28709,Μεθώνη,,240 06,6932-378195,
ΛΑΓΚΑΔΙΑ 4 ΕΠΟΧΕΣ,,3,www.4seasons-hotel.gr,info@maniatis-hotels.gr,27950-43540,,27950-43600,Λαγκάδια,,220 03,,
ΛΑΓΚΟΥΒΑΡΔΟΣ ΧΩΡΙΟ,,3,www.lagouvardosvillage.gr,info@lagouvardosvillage.gr,2763061034,,2763061034,Λαγκουβάρδος,,24400,6958003437,
ΛΑΖΑΡΕΤΟ ΙΙ,,4,www.lazareto.gr,info@lazareto.gr,27320-61993,27320-61994,,Γέφυρα,ΓΕΦΥΡΑ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΛΑΖΑΡΕΤΤΟ,"


80 Χλμ
",4,www.lazareto.gr,info@lazareto.gr,27320-61991,27320-61256,27320-61992,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΛΑΚΩΝΙΑ,"


0.5 Χλμ
",2,www.lakoniahotel.gr,lakoniahotel@otenet.gr,27310-28951,27310-28952,27310-82257,Σπάρτη,ΚΩΣΤΗ ΠΑΛΑΙΟΛΟΓΟΥ 61,231 00,,
ΛΑΣ,,4,www.lashotel.gr,info@lashotel.gr,2733024610,2108813614,2733029070,Γύθειο,ΓΡΗΓΟΡΑΚΗ 7,23200,,
ΛΕΒΙΔΙ ΣΟΥΪΤΕΣ,"


25 Χλμ
",4,www.levidisuites.com,info@levidisuites.com,27960-22288,,27960-22218,Λεβίδι,Levidi Suites,220 02,,
ΛΕΥΚΟΣ ΓΑΪΔΑΡΟΣ,,4,,info@whitedonkeyhotel.com,6947524527,,,Μεσσήνη,,24010,,
ΛΕΥΚΤΡΟΝ,"


2.5 Χλμ
",2,www.lefktron-hotel.gr,info@lefktron-hotel.gr,27210-77322,27210-77444,27210-77700,Στούπα,ΣΤΟΥΠΑ ΚΑΛΑΜΑΤΑΣ,240 24,,
ΛΕΩΝΙΔΑΣ,"


0.3 Χλμ
",2,,leonidashotelgytheio@gmail.com,27330-22389,27330-22595,-,Γύθειο,Β.ΠΑΥΛΟΥ 17,232 00,2733-022389,2733-022389
ΛΗΤΩ,"


0.5 Χλμ
",1,http://letohotelnafplio.gr/,scale707@gmail.com,27520-28093,,27520-29588,Ναύπλιο,ΖΥΓΟΜΑΛΑ 28,211 00,2752-028093,
ΛΗΤΩ,,2,,,27910-22460,,,Μεγαλόπολη,ΠΑΝ.ΚΕΦΑΛΑ 12,222 00,,
ΛΙΚΙΝΙΑ,,4,,alpanagiotakis@yahoo.com,27320-61939,,,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,,
ΛΙΜΑΝΙ ΤΗΣ ΦΟΙΝΙΚΟΥΝΤΑΣ,"


22 Χλμ
",2,,portofinissia@gmail.com,27230-71457,27230-71358,27230-71458,Φοινικούντα,ΦΟΙΝΙΚΟΥΝΤΑ ΜΕΣΣΗΝΙΑΣ,240 06,21-09621167,21-09603901
ΛΙΜΕΝΑΡΙ,"


2 Χλμ
",2,www.hotel-limenari.gr,sales@hotel-limenari.gr,27610-33800,,,Λιμενάρι,ΛΙΜΕΝΑΡΙ ΦΙΛΙΑΤΡΑ ΜΕΣΣΗΝ.,243 00,,
ΛΙΜΕΝΙ ΙΝΝ,,3,www.limeniinn.gr,info@limeniinn.gr,6945171818,,,Αρεόπολη,,23062,,
ΛΙΜΗΡΑ ΜΑΡΕ,"


0.5 Χλμ
",3,www.limiramare.gr,info@limiramare.gr,27340-22236,27340-22208,27340-22956,Νεάπολη Βοιών,ΑΝΕΜΟΜΥΛΟΣ ΝΕΑΠΟΛΗΣ,230 53,2734-022208,2734-023011
ΛΙΝΤΟ,"


3 Χλμ
",3,www.lido-hotel.net,info@lido-hotel.net,27430-62540,27430-61570,,Μελίσσι,ΜΕΛΙΣΣΙ ΚΟΡΙΝΘΙΑΣ,20400,,
ΛΙΤΣΑ,,1,,kelepouri.st@hotmail.com,27210-77283,,2721089350,Άγιος Νικόλαος,,240 24,,
ΛΟΥΛΟΥΔΙ ΤΗΣ ΚΑΝΤΙΑΣ,"


15 Χλμ
",3,www.fioredicandia.gr,gkhotels1710@gmail.com,6944557655,27520-91239,27520-91102,Κάντια,ΠΑΡΑΛΙΑ ΚΑΝΤΙΑΣ,210 60,2108220844,2108830902
ΛΟΥΛΟΥΔΙ ΤΗΣ ΜΟΝΕΜΒΑΣΙΑΣ,"


0.07 Χλμ
",2,www.flower-hotel.gr,info@flower-hotel.gr,27320-61395,27320-61397,27320-61391,Μονεμβασιά,ΜΟΝΕΜΒΑΣΙΑ ΛΑΚΩΝΙΑΣ,230 70,,
ΛΟΥΤΡΑΚΙ,"


0.2 Χλμ
",3,,loutrakihotel@yahoo.gr,27440-22433,,27440-26478,Λουτράκι,ΕΛΕΥΘ.ΒΕΝΙΖΕΛΟΥ 19,203 00,6977-417772,2744-026478
ΛΥΚΑΙΟΝ,"


1 Χλμ
",3,,hotellykaion@gmail.com,27910-25000,,27910-26060,Μεγαλόπολη,ΑΓ.ΝΙΚΟΛΑΟΥ 9ΚΑΙΠΑΠΑΝΤΩΝΗ,222 00,,
ΜΑΓΔΑ,"


10 Χλμ
",2,www.hotelmagda.gr,magdaht@otenet.gr,27530-41689,,27530-41079,Αρχαία Επίδαυρος,ΓΙΑΛΑΣΗ ΑΡΧ.ΕΠΙΔΑΥΡΟΥ,210 59,2753-041992,2753-041079
ΜΑΙΝΑΛΟΝ ΡΗΖΟΡΤ,"


1 Χλμ
",3,www.mainalonhotel.gr,mainalon@otenet.gr,2710-230300,,2710-230327,Τρίπολη,ΠΛΑΤΕΙΑ ΑΡΕΩΣ 8,221 00,,
ΜΑΙΣΤΡΕΛΙ,"


2 Χλμ
",2,www.maistreli.gr,pitbar21@gmail.com,6980168753,,2721077533,Στούπα,ΣΤΟΥΠΑ ΜΕΣΣΗΝΙΑΣ,240 24,6980168753,
ΜΑΛΒΑΖΙΑ,"


30 Χλμ
",4,,malvazia@otenet.gr,27320-61323,61160,27320-61722,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ,230 70,2732-061323,2732-061160
ΜΑΛΒΑΖΙΑ-ΑΡΧΟΝΤΙΚΟ ΣΤΕΛΛΑΚΗ,"


30 Χλμ
",3,,malvasia@otenet.gr,27320-61160,27320-61323,27320-61722,Μονεμβασιά,ΚΑΣΤΡΟ,230 70,,
ΜΑΛΕΒΟΣ-ΝΩΝΤΕΝΑ,"


31 Χλμ
",3,www.malevos-nontena.gr,,27570-31411,,,Κοσμάς,ΚΟΣΜΑΣ ΛΕΩΝΙΔΙΟΥ,230 58,6937-882842,
ΜΑΛΕΝΙΑ,"


1 Χλμ
",2,www.maleniahotel.gr,info@maleniahotel.gr,27520-59508,,27520-23705,Τολό,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 26,210 56,2752-059215,
ΜΑΝΗ,"


0.1 Χλμ
",2,www.hotelmani.gr,info@hotelmani.gr,6974895289,27330-51269,27330-51269,Αρεόπολη,ΑΡΕΟΠΟΛΗ ΛΑΚΩΝΙΑΣ,230 62,,
ΜΑΝΙΑΤΗΣ,"


1 Χλμ
",3,www.maniatishotel.gr,info@maniatishotel.gr,2731022665,2731022666,2731029994,Σπάρτη,ΠΑΛΑΙΟΛΟΓΟΥ 72  &  ΛΥΚΟΥΡΓΟΥ,23100,,
ΜΑΝΤΑΣ,"


1 Χλμ
",4,www.mantashotels.gr,info@mantashotels.gr,27440-22575,27440-22479,27440-22791,Λουτράκι,ΔΑΜΑΣΚΗΝΟΥ 1,203 00,,
ΜΑΝΤΙΝΕΙΑ ΜΠΕΪ,,3,www.mantiniabay.gr,info@mantiniabay.gr,27210-58446,,2721058446,Μικρά Μαντίνεια,,241 00,,
ΜΑΝΤΩ,,2,www.manto-studios.com,info@manto-studios.com,27570-41550,,27570-41550,Παραλία Τυρού,,220 29,,
ΜΑΡΑΘΕΑ,,3,www.marathea.nl,info@marathea.nl,27330-61410,6945915151,,Μαραθέα,,232 00,,
ΜΑΡΓΑΡΙΤΑ,"


9 Χλμ
",4,www.hotelmargarita-korfos.gr,info@hotelmargarita-korfos.gr,6944443250,2105150035,27410-95404,Κόρφος,ΚΟΡΦΟΣ ΚΟΡΙΝΘΙΑΣ,200 04,2105129262,2105145937
ΜΑΡΓΩ ΠΟΛΥΤΕΛΕΙΣ ΣΟΥΙΤΕΣ,,4,,info@margosuites.com,2108257016,,,Γύθειο,,23200,,
ΜΑΡΙ – ΡΕΝΑ ΠΛΑΖ,"


7 Χλμ
",1,www.marirena-plaz.gr,marierena_plaz@yahoo.gr,27550-51158,,210-4622860,Άστρος,,220 19,,
ΜΑΡΙΑ ΛΕΝΑ,,1,,,27520-59342,,,Τολό,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 4,210 56,,
ΜΑΡΙΑΛΕΝΑ,"


0.1 Χλμ
",3,www.hotel-marialena.gr,info@hotel-marialena.gr,27530-41090,27530-41138,27530-41638,Αρχαία Επίδαυρος,ΠΑΛΑΙΑ ΕΠΙΔΑΥΡΟΣ,210 59,2753-041455,2753-041638
ΜΑΡΙΑΛΕΝΑ,"


25 Χλμ
",2,www.hotelmarialena.gr,info@hotelmarialena.gr,27320-54484,,27320-54434,Αρχάγγελος,ΑΡΧΑΓΓΕΛΟΣ ΑΣΩΠΟΥ,230 52,,
ΜΑΡΙΛΕΝΑ,"


2 Χλμ
",1,,,27530-31279,27530-31480,,Νέα Επίδαυρος,ΝΕΑ ΕΠΙΔΑΥΡΟΣ,210 54,2753-031279,2753-031579
ΜΑΡΙΝΟΣ,"


0.5 Χλμ
",2,,,27250-22522,,27250-22522,Κορώνη,,240 04,2725-022522,2752-022522
ΜΑΡΚΟ,"


13 Χλμ
",2,www.gto.gr/eng/accomm/hotel/detail.php?id=4924,markohl@otenet.gr,27440-63542,6972124398,27440-22800,Λουτράκι,ΚΑΤΣΩΝΗ 3,203 00,,
ΜΑΡΟΝΙΚΑ,"


0.1 Χλμ
",2,,alenickolas@gmail.com,27530-41391,,,Αρχαία Επίδαυρος,Π.ΕΠΙΔΑΥΡΟΣ,210 59,,
ΜΑΡΡΕΙΟΝ,"


0.5 Χλμ
",2,,hlmarion@otenet.gr,27440-66800,27440-66801,27440-63689,Λουτράκι,ΛΕΚΚΑ 36,203 00,,
ΜΑΥΡΟΜΙΧΑΛΑΙ,"


5 Χλμ
",4,www.mavromichalai.gr,info@mavromichalai.gr,2733052400,2108043601,2733053143,Λιμένι,ΛΙΜΕΝΙ ΛΑΚΩΝΙΑΣ,230 62,6948208748,2733053143
ΜΕΓΑ,"


1 Χλμ
",3,http://grandhotel.enloutrakio.gr/,info@grandhotel.enloutrakio.gr,27440-21650,,27440-69008,Λουτράκι,ΕΛ.ΒΕΝΙΖΕΛΟΥ 14,203 00,2744-022348,
ΜΕΓΑΛΗ ΒΡΕΤΑΝΙΑ,"


0.5 Χλμ
",4,www.grandebretagne.com.gr,info@grandebretagne.com.gr,27520-96200,26907,27520-96209,Ναύπλιο,ΠΛΑΤΕΙΑ ΦΙΛΕΛΛΗΝΩΝ,211 00,,
ΜΕΓΑΛΗ ΒΥΤΙΝΑ,"


0.3 Χλμ
",3,www.grand-vytina.gr,info@grand-vytina.gr,27950-22977,6974581909,27950-22979,Βυτίνα,ΒΥΤΙΝΑ ΑΡΚΑΔΙΑΣ,220 10,,
ΜΕΓΑΛΗ ΜΑΝΤΙΝΕΙΑ,,4,,dionisia.tsiouri1980@gmail.com,2710-237200,,,Μεγάλη Μαντίνεια,ΜΕΓΑΛΗ ΜΑΝΤΙΝΕΙΑ ΜΕΣΣΗΝΙΑΣ,241 00,,
ΜΕΓΑΛΗ ΜΑΝΤΙΝΕΙΑ-ΜΕΓΑΛΟ ΚΑΦΕΝΕΙΟ,,4,,dionisia.tsiouri1980@gmail.com,6945745118,,,Λεβίδι,ΑΝΑΓΝΩΣΤΗ ΣΤΡΙΦΤΟΜΠΟΛΑ  Ο.Τ. 80,22002,,
ΜΕΘΕΞΙΣ,,3,www.methexis-hotel.gr,scale707@gmail.com,27950-31317,,27950-32072,Δημητσάνα,ΘΕΣΗ ΚΑΛΛΙΘΕΑ-ΔΗΜΗΤΣΑΝΑ,220 07,,
ΜΕΘΩΝΗ ΜΠΗΤΣ,"


0.5 Χλμ
",2,www.methonibeachhotel.gr,info@methonibeachhotel.gr,27230-31555,,27230-31555,Μεθώνη,ΜΕΘΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΜΕΛΙΒΟΙΑ,"


1.5 Χλμ
",2,,mr.ale3hs@hotmail.com,27630-31162,,27630-29725,Χώρα,,246 00,,
ΜΕΛΙΕΣ ΒΙΟΥ ΡΕΖΟΡΤ,,4,,alexiadisdionisios@hotmail.gr,2731029400,,,Κοκκινόρραχη,,231 00,,
ΜΕΛΙΤΣΙΝΑ ΒΙΛΑΤΖ,"


1.5 Χλμ
",3,www.melitsina.com,info@melitsina.com,27210-73334,,27210-73950,Καρδαμύλη,,240 22,6997-104151,
ΜΕΝΕΛΑΙΟΝ,"


1.5 Χλμ
",3,www.menelaion.gr,info@menelaion.gr,27310-22161,27310-22165,27310-26332,Σπάρτη,ΚΩΝ. ΠΑΛΑΙΟΛΟΓΟΥ 91,231 00,2731022161,2731026332
ΜΕΣΟΓΕΙΟΣ,"


8 Χλμ
",2,http://mesogeiosap.gr,apmesogeios@yahoo.gr,27630-61094,6945-917352,27630-61094,Μαραθόπολη,,244 00,27610-32457,
ΜΕΣΣΗΝΗ,"


0.8 Χλμ
",2,www.messinihotel.gr,info@messinihotel.gr,27220-23002,27220-23003,,Μεσσήνη,ΛΕΩΦ.ΕΘΝ.ΜΑΚΑΡΙΟΥ,242 00,,
ΜΕΣΣΗΝΗ ΜΠΗΤΣ ΚΛΑΜΠ,,5,,messinibeachclub@gmail.com,2722023715,,,Ανάληψη,,242 00,,
ΜΕΣΣΗΝΙΑΚΟΣ ΚΟΛΠΟΣ,"


7.5 Χλμ
",3,www.messinianbay.gr,mbay@otenet.gr,27210-41001,27210-41253,27210-41071,Κάτω Βέργα,ΑΛΜΥΡΟΣ ΚΑΛΑΜΑΤΑΣ,241 00,,
ΜΕΣΣΗΝΙΑΝ ΑΪΚΟΝ,,5,https://messinianicon.gr,info@messinianicon.gr,2721022000,,2721022000,Παραλία Βέργας,"Evaggelistrias 89-91, Káto Vérga",24100,,
ΜΕΣΣΙΝΑ ΡΕΣΟΡΤ,"


5 Χλμ
",4,www.messinaresort.com,reservation@messinaresort.gr,27610-72500,27610-72501,27610-72502,Καλό Νερό,ΚΑΛΟ ΝΕΡΟ ΚΥΠΑΡΙΣΣΙΑΣ,245 00,,
ΜΗΤΖΙΘΡΑ,"


20 Χλμ
",2,www.mitzithras.gr,contact@mitzithras.gr,27440-26260,27440-26795,27440-26277,Λουτράκι,ΕΛ.ΒΕΝΙΖΕΛΟΥ 25,203 00,,
ΜΙΚΡΟ ΧΩΡΙΟ,,3,www.mikroxorio.gr,info@mikroxorio.gr,6936974134,,,Βαθύ,ΒΑΘΥ ΝΕΟΧΩΡΙΟΥ ΛΑΚΩΝΙΑΣ,232 00,6936974134,
ΜΙΚΡΟΣ ΠΛΑΝΗΤΗΣ,"


10 Χλμ
",3,www.petite-planet.gr,info@petite-planet.gr,27510-76240,27510-76778,27510-76610,Μυκήνες,ΜΥΚΗΝΕΣ,212 00,2751-076240,2751-076610
ΜΙΛΤΩΝ,"


0.5 Χλμ
",2,,infohotelmilton@gmail.com,27330-22091,2733022914,27330-22091,Γύθειο,ΜΑΥΡΟΒΟΥΝΙΟ ΓΥΘΕΙΟΥ,232 00,,
ΜΙΝΩΑ,"


11 Χλμ
",2,www.minoanhotels.gr,kingmino@otenet.gr,27520-59207,,27520-59707,Τολό,ΑΚΤΗΣ 56,210 56,2752-059207,2752-059707
ΜΙΡΑ ΜΑΡΕ,"


0.1 Χλμ
",3,,mmpylos@otenet.gr,27230-22751,,27230-22226,Πύλος,ΤΣΑΜΑΔΟΥ 3,240 01,,
ΜΙΡΑΜΑΡΕ,"


1 Χλμ
",2,www.hmiramare.gr,hmiramare.gr@gmail.com,2743022375,,27430-28652,Ξυλόκαστρο,Ι.ΙΩΑΝΝΟΥ 29,204 00,,
ΜΙΧΑΛΗΣ – ΜΑΙΚ,"


12 Χλμ
",2,www.mike-epidavros.gr,hotelmaik@yahoo.gr,27530-41213,,27530-41052,Αρχαία Επίδαυρος,ΠΑΛΑΙΑ ΕΠΙΔΑΥΡΟΣ,210 59,2753-041213,
ΜΟΘΩΝ,"


0.2 Χλμ
",3,,,27230-31611,27230-31616,,Μεθώνη,ΜΕΘΩΝΗ ΜΕΣΣΗΝΙΑΣ,240 06,,
ΜΟΝ ΡΕΠΟ,,2,,ouraniachrissiepap@gmail.com,27440-22113,,,Λουτράκι,ΓΕΩΡΓΙΟΥ ΛΕΚΚΑ 13,203 00,2744-022113,
ΜΟΝΗ ΕΜΒΑΣΙΣ,,4,https://moniemvasis.gr/,info@moniemvasis.gr,27320-62122,27320-62022,,Μονεμβασιά,ΚΑΣΤΡΟ ΜΟΝΕΜΒΑΣΙΑΣ ΚΑΤΩ ΠΟΛΗ,230 70,,
ΜΟΡΦΕΑΣ,"


0.8 Χλμ
",2,www.hotel-morfeas.gr,info@hotel-morfeas.gr,27510-68317,27510-66249,27510-68317,Άργος,ΔΑΝΑΟΥ 2,212 00,,
ΜΠΑΚΟΣ,"


4 Χλμ
",3,www.hotelbakos.gr,hotelbakos@hotelbakos.gr,27440-65130,27440-22518,27440-21000,Λουτράκι,ΟΙΚΟΝΟΜΟΥ 4,203 00,2744-061961,2744-021000
ΜΠΑΡΜΠΟΥΝΑ,"


0.5 Χλμ
",2,www.barbouna.gr,info@barbouna.gr,27520-59162,27520-59345,,Τολό,ΚΑΣΤΡΑΚΙΟΥ 13,210 56,,
ΜΠΑΡΟΥΤΟΜΥΛΟΣ,,3,,toman1822@gmail.com,6973456936,+302795031379,,Δημητσάνα,,22007,,
ΜΠΑΡΟΥΤΣΑΣ ΝΕΚΤΑΡΙΟΣ,,3,,,27950-81373,,,Στεμνίτσα,,220 07,,
ΜΠΑΣΣΑ ΜΑΪΝΑ ΒΙΛΕΣ & ΣΟΥΙΤΕΣ,,4,www.bassamaina.com,info@bassamaina.com,2733440910,,,Αρεόπολη,,23062,,
ΜΠΑΣΤΙΟΝΕ ΜΑΛΒΑΖΙΑ,"


1.5 Χλμ
",3,http://bastionemalvasia.gr/,info@bastionemalvasia.gr,27320-63007,27320-63008,27320-63009,Μονεμβασιά,,230 70,,
ΜΠΕΛΒΕΝΤΕΡΕ,,4,www.belvedere-hotel.gr,pmpitsikas@ath.forthnet.gr,27210-64505,,,Κάτω Βέργα,ΘΕΣΗ ΡΗΤΟ,241 00,,
ΜΠΕΡΔΟΥΣΗΣ,,2,www.berdoussishotel.gr,info@berdoussishotel.gr,27340-61046,,,Ελαφόνησος,ΘΕΣΗ ΠΟΤΑΜΙΑ,230 53,,
ΜΠΟΥΚΑ ΜΠΗΤΣ ΡΗΖΟΡΤ,,5,www.bucabeachresort.gr,info@bucabeachresort.gr,211-7802822,,211-7702822,Ανάληψη,ΘΕΣΗ ΓΛΩΣΣΕΣ,242 00,,
ΜΥΚΗΝΑΙ,"


0.1 Χλμ
",2,www.hotelmycenae.com,info@hotelmycenae.com,27510-20060,,27510-20061,Άργος,ΠΛΑΤ.ΑΓ.ΠΕΤΡΟΥ,212 00,,
ΜΥΣΑΙΟΝ,,2,,mysaion@otenet.gr,27430-91141,2977-431697,,Μέση Συνοικία Τρικάλων,ΜΕΣΑΙΑ ΤΡΙΚΑΛΑ ΚΟΡΙΝΘΙΑΣ,204 00,2743-023377,
ΜΥΣΤΡΑΣ ΜΕΓΑ ΘΕΡΕΤΡΟ,,5,www.mystraspalace.com,reservations@mystraspalace.com,2731021111,,2731021144,Σπάρτη,,23100,,
ΝΑΤΟΥΡΑ ΒΥΤΙΝΑ,,3,http://natura-hotel-vytina.gr,info@natura-hotel-vytina.gr,27950-22853,,27950-22853,Βυτίνα,ΑΓΙΑ ΣΩΤΗΡΑ,220 10,,
ΝΑΤΟΥΡΑ ΚΛΑΜΠ,,3,www.hotelnaturaclub.com,info@hotelnaturaclub.gr,27610-62622,,27610-62621,Βλασσάδα,,240 21,,
ΝΑΥΑΡΟΝΕ,"


3 Χλμ
",3,www.hotelnavarone.gr,info@hotelnavarone.gr,27230-41571/4,,27230-41575,Πετροχώρι,ΠΕΤΡΟΧΩΡΙ ΡΩΜΑΝΟΥ,240 01,2723041571,2723-041575
ΝΑΥΠΛΙΑ,"


0.1 Χλμ
",2,www.nafpliahotel.gr,reservations@nafpliahotel.gr,27520-28167,27520-28910,27520-27574,Ναύπλιο,ΝΑΥΑΡΙΝΟΥ 11,211 00,,
ΝΑΥΠΛΙΑ ΠΑΛΑΣ ΛΟΥΞ,"


1 Χλμ
",5,www.nafplionhotels.gr,palace@nafplionhotels.gr,27520-70800,28981,27520-28783,Ναύπλιο,ΑΚΡΟΝΑΥΠΛΙΑ ΝΑΥΠΛΙΟ ΑΡΓΟΛΙΔΑΣ,211 00,,
ΝΑΥΠΛΙΑ ΠΑΛΑΣ ΟΙΚΙΣΚΟΙ ΛΟΥΞ,"


1 Χλμ
",5,www.nafplionhotels.gr,palace@nafplionhotels.gr,27520-70800,28981,27520-28783,Ναύπλιο,ΑΚΡΟΝΑΥΠΛΙΑ- ΝΑΥΠΛΙΟ,211 00,,
ΝΑΥΣΙΜΕΔΩΝ,"


0.5 Χλμ
",4,www.nafsimedon.gr,nafsim1@otenet.gr,27520-25060,,27520-26913,Ναύπλιο,ΣΙΔΗΡΑΣ ΜΕΡΑΡΧΙΑΣ 9,211 00,,
ΝΑΥΤΙΚΟΣ ΚΟΛΠΟΣ,"


7 Χλμ
",3,www.nauticabayhotel.gr,info@nauticabayhotel.gr,2754051415,2754051485,2754051265,Πορτοχέλι,ΠΟΡΤΟ ΧΕΛΙ,213 00,21-09838973,21-09838973
ΝΕΒΑΔΑ,"


2 Χλμ
",2,www.hotelnevada.gr,info@nevadahotel.gr,27210-81811,,,Καλαμάτα,ΣΑΝΤΑΡΟΖΑ 9 (ΠΑΡΑΛΙΑ),241 00,,
ΝΕΔΩΝ,"


1 Χλμ
",2,www.nedonhotel.gr,info@nedonhotel.gr,27210-21650,,27210-21541,Καλαμάτα,ΝΑΥΑΡΙΝΟΥ 153,241 00,,
ΝΕΡΑΝΤΖΑ,"


3 Χλμ
",2,www.hotelnerantza.gr,neranzabeachhotel@gmail.com,27420-34728,,27420-30106,Νεράντζα,ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ 13 ΒΕΛΟ,200 02,,
ΝΕΡΙΔΑ,,3,www.nerida-hotel.gr,info@nerida-hotel.gr,2795032700,,,Δημητσάνα,,22007,,
ΝΕΦΕΛΕΣ ΛΟΥΞΟΥΡΥ ΡΕΖΙΝΤΕΝΣΙΖ & ΛΑΟΥΝΤΣ,,3,www.nefelesmainalon.gr,res@nefelesmainalon.gr,27960-22771,27960-22871,27960-22271,Λεβίδι,ΚΑΡΔΑΡΑΣ,220 02,,
ΝΕΦΕΛΗ,"


4 Χλμ
",2,,nef999@otenet.gr,27350-29155,2735029157,27350-29158,Σκάλα,ΣΚΑΛΑ ΛΑΚΩΝΙΑΣ,230 51,6943425344,2735029158
ΝΗΛΕΥΣ,"


0.3 Χλμ
",2,,hotelgalaxypylos@gmail.com,27230-22518,,27230-22575,Πύλος,ΠΥΛΟΣ ΜΕΣΣΗΝΙΑΣ,240 01,2723-022518,2723-022575
ΝΗΡΗΪΔΕΣ,,3,www.niriidessuites.gr,info@niriidesmessiniahotel.gr,2723028787,6980179576,,Μεθώνη,,24006,,
"ΝΙΚΚΙ ΜΠΙΤΣ ΘΕΡΕΤΡΟ, ΠΟΡΤΟ ΧΕΛΙ, ΕΛΛΑΔΑ",,5,https://porto-heli.nikkibeach.com/,info.portoheli@nikkibeachhotels.com,2754098500,,,Πορτοχέλι,,210 61,,
