Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΛΕΡΙΩΤΗΣ,"


1 Χλμ
",2,,quee13@otenet.gr,210-4533632,210-4533633,210-4533638,Πειραιάς,ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥ 294,185 39,,
ΛΕΩΝ,"


0.2 Χλμ
",4,www.lionhotel.gr,lion-sa@otenet.gr,210-7248722/4,,210-7248752,Αθήνα,ΑΝΑΠΗΡΩΝ ΠΟΛΕΜΟΥ 2  &  ΕΥΖΩΝΩΝ 7,115 21,,
ΛΗΔΑ,"


3 Χλμ
",2,https://xcitehotels.gr/index.php/el/63-slider/137-hotel-lida-kifisia,lidahotel@hotmail.com,2106255590,2106255591,2106255592,Κηφισιά,ΤΑΤΟΙΟΥ 103,145 64,2109944288,2109944235
ΛΗΤΩ,,1,,gkkgroup1@gmail.com,210-5233780,210-5233648,210-5233780,Αθήνα,ΚΑΠΟΔΙΣΤΡΙΟΥ 40,104 32,,
ΛΗΤΩ,"


0.1 Χλμ
",5,www.letohydra.gr,info@letohydra.gr,6944362223,210-7258546,22980-53806,Ύδρα,ΥΔΡΑ,180 40,21-07258546,
ΛΙΑΝΟΣ,"


1 Χλμ
",2,www.lianoshotel.gr,lianoshotels@hotmail.com,22980-74798,,22980-74783,Σπέτσες,ΣΟΦΟ ΣΠΕΤΣΩΝ,180 50,22980-74798,
ΛΙΛΙΑ,"


0.5 Χλμ
",2,www.liliahotel.gr,info@liliahotel.gr,210-4179108,210-4179346,210-4114311,Πειραιάς,ΖΕΑΣ 131,185 34,,
ΛΙΜΑΝΙ ΔΙΑΚΟΦΤΙ,"


18 Χλμ
",3,www.portodiakofti.com,info@portodiakofti.com,2736033760,,2736033760,Διακόφτι,ΦΡΙΛΙΓΚΙΑΝΙΚΑ,802 00,,
ΛΙΜΑΝΙ ΤΟΥ ΔΕΛΦΙΝΙΟΥ,"


1.5 Χλμ
",3,www.portodelfino.gr,info@portodelfino.gr,27360-31940,27360-31941,27360-31939,Καψάλι,ΚΑΨΑΛΙ ΚΥΘΗΡΩΝ,801 00,21-06645304,
ΛΙΜΠΕΡΤΙ,"


0.05 Χλμ
",2,,gkkgroup1@gmail.com,2105234450,,210-5234450,Αθήνα,ΑΡΙΣΤΟΤΕΛΟΥΣ 3,104 32,,
ΛΙΜΠΕΡΤΥ,"


0.03 Χλμ
",2,www.hotelliberty1.gr,info@hotelliberty1.gr,22970-32353,,,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,,
ΛΙΜΠΕΡΤΥ ΙΙ,"


16 Χλμ
",2,www.hotelliberty2.gr,info@hotelliberty2.gr,22970-32105,22970-32645,22970-32668,Αγία Μαρίνα,ΑΓ.ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,2297-032105,
ΛΙΝΤΟ,"


0.3 Χλμ
",2,www.hotel-lido.gr,athenslidohotel01@gmail.com,210-5248211,210-5240171,210-5246616,Αθήνα,ΖΗΝΩΝΟΣ & ΝΙΚΗΦΟΡΟΥ 2,104 37,,
ΛΟΖΕΝ,"


1 Χλμ
",4,www.lozengehotel.com,info@lozengehotel.com,2103388889,,210-3605600,Αθήνα,ΒΑΛΑΩΡΙΤΟΥ 6,106 71,,
ΛΟΝΔΙΝΟΝ,,3,www.londonhotelathens.com,info@londonhotel.gr,210-8942106,08944070,210-8942106,Γλυφάδα,ΛΕΩΦΟΡΟΣ ΠΟΣΕΙΔΩΝΟΣ 38,166 74,,
ΛΟΦΟΣ,"


3 Χλμ
",1,www.hillhotel.gr,s_pergantis@hillhotel.gr,210-6014474,210-6084764,210-6003262,Αγία Παρασκευή,ΔΗΜΗΤΡΟΣ 6,153 42,,
ΛΩΖΑΝΗ,"


0.5 Χλμ
",1,,,210-5223801,210-5226161,210-5245506,Αθήνα,ΚΑΠΟΔΙΣΤΡΙΟΥ 54,104 32,,
ΛΩΤΟΣ,"


5 Χλμ
",4,www.athenslotushotel.gr,info@athenslotushotel.gr,210-5249050,5249080,210-5249890,Αθήνα,ΧΙΟΥ 9 - ΜΕΤΑΞΟΥΡΓΕΙΟ,104 38,,
ΜΑΓΔΑ,"


0.02 Χλμ
",2,www.magdahotelaegina.gr,ml1@otenet.gr,22970-32325,,22970-32325,Αγία Μαρίνα,ΑΓ.ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,,
ΜΑΪ ΑΘΕΝΣ ΧΟΤΕΛ,"


0.3 Χλμ
",3,www.hotelsofathens.com,tsakiri1@otenet.gr,210-5245711,210-5245712,210-5231548,Αθήνα,ΖΗΝΩΝΟΣ  &  ΚΕΡΑΜΕΙΚΟΥ 3,104 37,,
ΜΑΙΑΜΙ,"


2 Χλμ
",2,www.miami-hotel.gr,miami@otenet.gr,22940-34372,22940-34373,22940-34373,Νέα Μάκρη,ΚΥΑΝΗΣ ΑΚΤΗΣ 12,190 05,6973-308168,2294-034373
ΜΑΙΡΗ,"


1 Χλμ
",2,www.maryplaza.gr,info@maryplaza.gr,210-9411845,210-9411017,2109411888,Μοσχάτο,ΛΕΩΦ.ΠΟΣΕΙΔΩΝΟΣ 31,183 44,,
ΜΑΙΡΗ,,1,http://www.agistri.com.gr/mary/en-index.html,mary@agistri.com.gr,22970-91421,22970-91097,,Μεγαλοχώρι-Αγκίστρι,ΣΚΑΛΑ ΑΓΚΙΣΤΡΙΟΥ ΑΙΓΙΝΑΣ,180 10,,
ΜΑΙΣΤΡΑΛΙ,"


0.1 Χλμ
",3,www.mistralhydra.gr,info@hotelmistral.gr,22980-52509,22980-53411,22980-53412,Ύδρα,ΥΔΡΑ,180 40,2298-052509,2298-053412
ΜΑΙΣΤΡΑΛΙ,"


20 Χλμ
",2,www.maistraliapartments.com,fil.petsas@gmail.com,27360-33749,27360-33911,27360-33911,Διακόφτι,ΔΙΑΚΟΦΤΙ ΚΥΘΗΡΩΝ,802 00,6974-667083,
ΜΑΝΕΣΗ,"


0.2 Χλμ
",3,www.manessi.com,manessis@otenet.gr,22980-22273,22980-25857,22980-24345,Πόρος,ΠΟΡΟΣ,180 20,,
ΜΑΝΣΙΟΝ,"


0.3 Χλμ
",1,,mansionathens@gmail.com,2177368145,2105243212,,Αθήνα,ΣΑΤΩΒΡΙΑΝΔΟΥ 28,104 32,,
ΜΑΡΑΘΩΝ,"


1 Χλμ
",2,,,22940-55122,,22940-55122,Μαραθώνας,ΤΥΜΒΟΣ,190 07,,
ΜΑΡΓΑΡΙΤΑ,"


23 Χλμ
",3,www.hotel-margarita.com,margarita@hotel-margarita.com,2736031711,,23760-31325,Κύθηρα,ΧΩΡΑ ΚΥΘΗΡΩΝ,801 00,,
ΜΑΡΓΑΡΙΤΑ,"


0.2 Χλμ
",1,www.kastro-margarita.com,margaritahotel@yahoo.gr,22980-73027,,22980-73102,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,,
ΜΑΡΙΝΑ,"


0.2 Χλμ
",3,www.marina.com.gr,info@marina.com.gr,210-5200660,,210-5200330,Αθήνα,ΒΟΥΛΓΑΡΗ 13,104 37,,
ΜΑΡΙΝΑ,"


0.15 Χλμ
",2,,info@klonosanna.gr,2297032301,2297032205,,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,2297-071454,2297-032072
ΜΑΡΙΝΑ ΑΛΙΜΟΣ,"


0.5 Χλμ
",3,www.marinaalimos.gr,marinaalimosgrh@gmail.com,210-9828911,210-9828912,210-9815018,Καλαμάκι,ΠΟΣΕΙΔΩΝΟΣ 15  &  ΔΑΒΑΚΗ 1,174 55,,
ΜΑΡΚΟΣ,,1,,hotelmarkos@hotmail.com,210-5815450,,210-5325044,Χαϊδάρι,ΣΑΤΩΒΡΙΑΝΔΟΥ 3  &  ΛΕΩΦΟΡΟΣ ΑΘΗΝΩΝ,124 61,,
ΜΑΡΜΑΡΙΝΟ ΣΠΙΤΙ,"


3 Χλμ
",1,www.marblehouse.gr,info@marblehouse.gr,210-9234058,210-9228294,210-9226461,Αθήνα,ΑΝΑΣΤΑΣΙΟΥ ΖΗΝΗ 35 ΚΟΥΚΑΚΙ,117 41,,
ΜΑΡΜΑΡΙΝΟΣ,"


0.3 Χλμ
",1,www.hotelmarmarinos.gr,hotel.marmarinos@gmail.com,22970-23510,22970-22474,22970-22474,Αίγινα,Λ.ΛΑΔΑ 24,180 10,,
ΜΑΡΟΥ,"


7 Χλμ
",4,www.marouhotel.ΨΟΜ,maroukythira@gmail.com,27360-33466,,27360-33497,Αγία Πελαγία,ΑΓ.ΠΕΛΑΓΙΑ ΚΥΘΗΡΩΝ,802 00,2108069556,
ΜΑΡΟΥΣΙ,"


2 Χλμ
",2,,alfaskyhotel@yahoo.gr,210-6198191,210-6198338,210-6197697,Αμαρούσιο,ΟΛΥΜΠΙΑΣ 10,151 24,,
ΜΑΤΙ,"


3 Χλμ
",4,www.matihotel.gr,info@matihotel.gr,22940-33502,22940-033568,22940-34811,Νέα Μάκρη,ΛΕΩΦΟΡΟΣ ΠΟΣΕΙΔΩΝΟΣ 33,190 09,2294-033502,2294-034811
ΜΑΥΡΟ ΛΙΘΑΡΙ,"


10 Χλμ
",3,www.mavrolitharihotel.gr,sales@michtarian.gr,22910-54972,22910-54974,22910-54975,Ανάβυσσος,47 ΧΛΜ.ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝ.,190 13,21-03230632,21-03233918
ΜΕΓΑ ΘΕΡΕΤΡΟ ΛΑΓΟΝΗΣΙΟΥ,"


20 Χλμ
",5,www.grandresort.gr,grandresort@grandresort.gr,22910-76000,210-3679000,22910-24514,Καλύβια Θορικού,ΤΑΧ.ΘΥΡΙΔΑ 66,190 10,2291076000,2291024514
ΜΕΓΑΛΗ ΒΡΕΤΤΑΝΙΑ,"


1 Χλμ
",5,www.grandebretagne.gr,info.gb@starwoodhotels.com,210-3330000,,210-3228034,Αθήνα,ΒΑΣ.ΓΕΩΡΓΙΟΥ Α' 1,105 63,,
ΜΕΓΑΡΑ,,3,www.megarahotel.gr,info@megarahotel.gr,2296028720,,,Μέγαρα,ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΘΕΟΛΟΓΟΥ 84,19100,,
ΜΕΔΟΥΣΑ,,2,www.hotelmedusa.gr,info@hotelmedusa.gr,22940-82213,,22940-85403,Αρτέμιδα,ΛΕΩΦΟΡΟΣ ΑΡΤΕΜΙΔΟΣ 2,190 16,,
ΜΕΘΑΝΕΙΟΝ,,2,http://methanionhotel.gr,methanionhotel@yahoo.gr,22980-92227,,,Μέθανα,ΑΚΤΗ ΣΑΡΩΝΙΚΟΥ 134,180 30,,
ΜΕΛΙΑ ΑΘΗΝΑ,"


0.3 Χλμ
",4,www.melia-athens.com,melia.athens@melia.com,210-3320100,,210-3320200,Αθήνα,ΧΑΛΚΟΚΟΝΔΥΛΗ 14,106 77,,
ΜΕΛΙΣΣΑ,"


0.6 Χλμ
",2,www.melissahotel.gr,melissa@melissahotel.gr,210-5546547,210-5543283,210-5546547,Ελευσίνα,ΠΕΡΣΕΦΟΝΗΣ 21,192 00,,
ΜΕΛΙΣΣΑ ΙΙ,"


3 Χλμ
",2,www.melissahotel.gr,melissa@melissahotel.gr,210-5546547,,210-5546547,Ελευσίνα,ΧΑΤΖΗΔΑΚΗ 27,192 00,,
ΜΕΝΗ,,3,www.menihotel.gr,info@menihotel.gr,210 5205405,210 5225950,,Αθήνα,ΨΑΡΡΩΝ 9,10437,,
ΜΗΤΡΟΠΟΛΙΣ,"


2 Χλμ
",2,www.hotelmetropolis.gr,info@hotelmetropolis.gr,210-3217871,210-3217469,210-3217871,Αθήνα,ΜΗΤΡΟΠΟΛΕΩΣ 46,105 63,,
ΜΙΝΑΥΡΑ,,2,,minavracreative@gmail.com,210-8990008,210-8990011,,Βούλα,ΔΩΔΕΚΑΝΗΣΟΥ  &  Ι.ΜΕΤΑΞΑ 2,166 73,,
ΜΙΝΙΟΝ,"


0.5 Χλμ
",2,www.hotelminion.gr,,210-5234222,210-5234223,,Αθήνα,ΜΑΙΖΩΝΟΣ 3,104 38,,
ΜΙΝΩΑ,"


1 Χλμ
",3,,minoa1@otenet.gr,210-5234622,210-5234624,210-5221111,Αθήνα,ΚΑΡΟΛΟΥ 12,104 37,,
ΜΙΡΑ ΜΑΡΕ,"


0.05 Χλμ
",1,,miramarevoula@gmail.com,210-8958448,,210-9659075,Βούλα,ΒΑΣ.ΠΑΥΛΟΥ 4,166 73,,
ΜΙΡΑΜΠΕΛΟ ΤΩΝ ΑΘΗΝΩΝ,"


1 Χλμ
",3,www.athens-mirabello.gr,info@athens-mirabello.gr,210-5223657,5223629,210-5223185,Αθήνα,ΓΕΡΑΝΙΟΥ 49,104 31,,
ΜΙΡΑΝΤΑ,"


4 Χλμ
",3,,hotelmirada@yahoo.gr,210-8946561,210-8946689,,Γλυφάδα,ΜΕΡΟΠΗΣ 11 & ΠΟΣΕΙΔΩΝΟΣ,166 75,,
ΜΙΡΑΝΤΑ,"


0.1 Χλμ
",4,www.Μiranda-Ηotel.com,hydra@mirandahotel.gr,22980-52230,,22980-53510,Ύδρα,ΥΔΡΑ,180 40,21-06849268,21-06840067
ΜΙΡΑΝΤΑ,"


1 Χλμ
",2,www.hotelmiranta.gr,info@hotelmiranta.gr,22970-22266,6955314038,22970-27832,Αίγινα,ΓΥΜΝΑΣΤΗΡΙΟΥ 10,180 10,2297-022266,2297-027832
ΜΙΣΤΡΑΛ,"


1 Χλμ
",3,,info@mistral.gr,210-4117150,,,Πειραιάς,ΑΛ.ΠΑΠΑΝΑΣΤΑΣΙΟΥ 105,185 33,,
ΜΟΥΝΤΥ ΜΠΑΙΗ,"


6 Χλμ
",3,www.lalibay.gr,info@lalibay.gr,22970-61215,22970-61146,22970-61147,Πέρδικα,ΠΕΡΔΙΚΑ ΑΙΓΙΝΗΣ,180 10,2104226274,
ΜΟΥΣΕΙΟΝ,"


0.15 Χλμ
",3,www.museum-hotel.gr,info@museum-hotel.gr,210-3805611,,210-3800507,Αθήνα,ΜΠΟΥΜΠΟΥΛΙΝΑΣ 16,106 82,,
ΜΠΑΚΟΜΗΤΡΟΣ,"


15 Χλμ
",1,,chronis_25@hotmail.com,22970-32442,,,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,,
ΜΠΑΛΑΣΚΑ,"


1 Χλμ
",3,,hotelbalasca@yahoo.gr,210-8835211/5,,210-8835214,Αθήνα,ΛΙΟΣΙΩΝ 45,104 39,,
ΜΠΑΛΛΟΣ,"


2 Χλμ
",2,www.ballosapartments.gr,ballosapartments@yahoo.gr,22940-93689,,22940-95250,Νέα Μάκρη,Λ.ΠΟΣΕΙΔΩΝΟΣ 3,190 05,21-08964446,2294-095250
ΜΠΙΛΛ,"


2 Χλμ
",2,www.hotelbill.gr,info@hotelbill.gr,210-5239617,210-5239619,210-5239619,Αθήνα,ΚΕΡΑΜΕΩΝ 33,104 36,,
ΜΠΛΕ ΣΥΝΤΡΙΒΑΝΙ,"


14 Χλμ
",3,www.hotelbluefountain.eu,office@hotelbluefountain.eu,22970-32045,22970-32054,22970-32320,Αγία Μαρίνα,ΜΑΝΗΣ 1,180 10,6982-472384,
ΜΠΛΕΙΖΕΡ ΣΟΥΙΤΕΣ,"


0.1 Χλμ
",4,www.blazersuites.gr,info@blazersuites.gr,210-9658801,,210-9658808,Βούλα,Κ.ΚΑΡΑΜΑΝΛΗ 1,166 73,,
ΜΠΛΕΝΤ,,4,https://www.blendhotel.gr,askmeanything@blendhotel.gr,2103221552,,,Αθήνα,ΑΙΟΛΟΥ 59,10551,,
ΜΠΟΡΑ-ΜΠΟΡΑ,"


6 Χλμ
",2,www.boraborahotel.gr,info@boraborahotel.gr,210-2531804,210-2581053,210-2531804,Νέα Φιλαδέλφεια,ΘΕΣΣΑΛΟΝΙΚΗΣ 53,143 42,,
ΜΠΟΥΣΟΥΛΑΣ,"


8 Χλμ
",2,www.kinetta.gr,bousoulas@kinetta.gr,22960-62260,22960-62780,22960-63550,Κινέτα,56 ΧΛΜ ΑΘΗΝΩΝ ΚΟΡΙΝΘΟΥ,191 00,,
ΜΠΡΑΖΙΛ,"


1.5 Χλμ
",4,www.brasilhotel.gr,info@brasilhotel.gr,210-8942124/6,,210-8942886,Γλυφάδα,ΕΛΕΥΘΕΡΙΑΣ 4,166 74,,
ΜΠΡΑΟΥΝ,"


0.3 Χλμ
",2,www.hotelbrown.gr,gb@hotelbrown.gr,22970-22271,,,Αίγινα,ΤΟΤΤΗ ΧΑΤΖΗ 4,180 10,2297-022271,
ΜΠΡΑΟΥΝ ΑΚΡΟΠΟΛ ΧΟΤΕΛ,"


0.05 Χλμ
",4,https://www.brownhotels.com/athens/acropol,reservations.greece@brownhotels.com,2144441300,,,Αθήνα,ΠΕΙΡΑΙΩΣ 1,105 52,,
ΜΠΡΑΤΣΕΡΑ,"


0.05 Χλμ
",4,www.bratserahotel.com,info@bratserahotel.com,22980-53971,,22980-53626,Ύδρα,ΑΓΙΑ ΒΑΡΒΑΡΑ,180 40,21-07218102,21-07221619
ΜΥΡΜΗΔΩΝ,"


9 Χλμ
",1,www.hotel-myrmidon.gr,info@hotel-myrmidon.gr,22970-32691,6977-249052,22970-32558,Αγία Μαρίνα,ΑΓΙΑ ΜΑΡΙΝΑ ΑΙΓΙΝΑΣ,180 10,6977-249052,
ΜΥΡΤΩ,"


3 Χλμ
",3,www.myrtohotel.com,info@myrtohotel.com,22940-39300,,22940-39301,Νέα Μάκρη,ΛΕΩΦ.ΜΑΡΑΘΩΝΟΣ 34,190 05,,
ΝΑΤΑΛΙΑ,"


5 Χλμ
",2,,sandri.marine@gmail.com,210-5582006,,210-5576206,Ασπρόπυργος,ΠΑΡΑΛΙΑ,193 00,,
ΝΑΥΣΙΚΑ,"


0.8 Χλμ
",3,,,22970-22333,,,Αίγινα,Λ.ΚΑΖΑΤΖΑΚΗ 55,180 10,2297-022333,2297-022477
ΝΑΥΣΙΚΑ,"


1 Χλμ
",2,,hotnaf@otenet.gr,210-5239381,210-5231136,210-5221111,Αθήνα,ΚΑΡΟΛΟΥ 21,104 37,,
ΝΑΥΣΙΚΑ,"


0.5 Χλμ
",3,staycocomat.com,info@nafsika.gr,2108018027,,210-8013556,Κηφισιά,ΠΕΛΛΗΣ 6,145 61,,
ΝΑΥΣΙΚΑ ΑΣΤΗΡ ΠΑΛΛΑΣ,"


5 Χλμ
",5,www.astir-palace.com,reservations.athens@fourseasons.com,210-8902000,,210-8962903,Βουλιαγμένη,ΑΠΟΛΛΩΝΟΣ 40,166 71,,21-08962582
ΝΕΟΝ ΑΙΓΛΗ,"


2 Χλμ
",4,www.newaegli.gr,manessisotenet@gmail.com,22980-22372,23200,22980-24345,Πόρος,ΑΣΚΕΛΙ,180 20,2298-022372,2298-024345
ΝΕΟΝ ΒΙΚΤΟΡΥ,"


1 Χλμ
",2,www.victoryhotel.gr,,210-8840816,210-8840818,,Αθήνα,ΝΙΚΑΙΑΣ 5,104 34,,
ΝΕΟΣ ΟΛΥΜΠΟΣ,"


2 Χλμ
",1,www.hotelneosolympos.com,hotelneosolympos@hotmail.com,210-5223433,,210-5223408,Αθήνα,Θ.ΔΕΛΗΓΙΑΝΝΗ 38,104 38,,
ΝΕΣΤΟΡΕΙΟΝ,"


0.1 Χλμ
",2,www.nestoriohotel.gr,info@nestoriohotel.gr,2109425010,2109420820,2109424006,Παλαιό Φάληρο,ΠΕΝΤΕΛΗΣ 8,175 64,,
ΝΕΦΕΛΗ,"


1 Χλμ
",2,www.hotel-nefeli.com,info@hotel-nefeli.com,210-3228044,210-3228045,210-3225800,Αθήνα,ΑΓΓΕΛΙΚΗΣ ΧΑΤΖΗΜΙΧΑΛΗ 2,105 58,,
ΝΕΦΕΛΗ,"


3 Χλμ
",3,www.nefelihotelathens.gr,info@nefelihotelathens.gr,210-9853133,210-9853134,210-9827055,Καλαμάκι,ΦΑΝ ΒΑΙΚ  &  ΒΑΣ.ΓΕΩΡΓΙΟΥ,174 55,,
ΝΗΡΕΥΣ,"


2 Χλμ
",2,www.nireushotel.gr,info@nireushotel.gr,22940-91214,22940-91514,22940-93486,Νέα Μάκρη,ΝΕΑ ΜΑΚΡΗ ΑΤΤΙΚΗΣ,190 05,2294-091214,2294-093486
ΝΙΚΗ,"


1 Χλμ
",3,https://www.nikiathenshotel.com/,info@nikihotel.gr,210-3220913,210-3220915,210-3220886,Αθήνα,ΝΙΚΗΣ 27,105 57,,
ΝΙΚΗ,"


2 Χλμ
",2,www.niki-hotel.gr,info@niki-hotel.gr,210-4116602,,,Πειραιάς,Γ.ΤΣΕΛΕΠΗ 5-ΠΛ.ΙΠΠΟΔΑΜΕΙΑ,185 31,,
ΝΙΚΟΛΑ,"


1 Χλμ
",2,www.nicolahotel.gr,info@nicolahotel.gr,210-8837911,210-8837912,210-8838693,Αθήνα,ΩΛΕΝΟΥ 14,113 62,,
ΝΙΟΥ ΧΟΤΕΛ,"


1 Χλμ
",5,www.yeshotels.gr,sflenga@yeshotels.gr,210-3273200,,210-3273100,Αθήνα,ΦΙΛΕΛΛΗΝΩΝ 16,105 57,,
ΝΙΟΥΓΙΟΡΚΕΡΣ,,1,,mariosziotis@yahoo.gr,210-5221849,,,Αθήνα,ΜΕΝΑΝΔΡΟΥ 31,105 53,,
ΝΙΣ ΧΟΤΕΛΣ ΕΝΤ ΣΟΥΙΤΣ,,4,,info@nichehotelathens.gr,6973997993,,,Αθήνα,ΣΥΓΓΡΟΥ 21,11743,,
ΝΟΒΟΤΕΛ ΑΘΗΝΩΝ,"


3 Χλμ
",4,www.novotel.gr,h0866@accor.com,210-8200700,,210-8200777,Αθήνα,ΜΙΧΑΗΛ ΒΟΔΑ 4-8,104 39,,
ΝΟΒΟΥΣ,"


1 Χλμ
",4,www.novushotel.gr,accounts@xenotel.gr,211-1053000,,210-5231229,Αθήνα,ΚΑΡΟΛΟΥ 23,104 37,,
ΝΟΜΑ,,3,www.nomahotel.gr,info@nomahotel.gr,2103239899,,,Αθήνα,ΑΘΗΝΑΪΔΟΣ 11-12,10563,,
ΝΟΜΠΛΕ ΣΟΥΙΤΕΣ,,3,,dtremoulis@jpenergy.gr,6973699223,,,Αθήνα,ΕΡΕΧΘΕΙΟΥ 45,11742,,
ΝΟΥΜΠΙΑΝ,,0,,nubianhostelathens@gmail.com,2103390019,,2103390019,Αθήνα,ΜΑΥΡΟΜΙΧΑΛΗ 47,10680,,
ΝΟΥΦΑΡΑ,"


1 Χλμ
",3,www.noufara-hotel.gr,info@noufarahotel.eu,210-4115541/3,,210-4134292,Πειραιάς,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 45,185 35,,
ΝΤΑΙΖΥ,,1,,iliasfan@hotmail.com,210-5239033,210-5239036,,Αθήνα,ΨΑΡΡΩΝ 18,104 38,,
ΝΤΕΪΒ ΡΕΝΤ ΑΘΕΝΣ,,3,www.brownhotels.com,niovi.tsogia@brownhotels.com,000-0000000,,,Αθήνα,Βεραντζέρου 25 & Μαρίκας Κοτοπούλη 11,104 32,,
ΝΤΕΛΙΣ,"


0.1 Χλμ
",4,www.delice.gr,info@delice.gr,210-7238311,2107238312,210-7238314,Αθήνα,ΒΑΣΙΛΕΩΣ ΑΛΕΞΑΝΔΡΟΥ 3  &  ΒΡΑΣΙΔΑ,115 28,,
ΝΤΙΝΑ,,1,http://hydraicons.gr,info@hydraicons.gr,22984-00010,6977246275,22980-52812,Ύδρα,ΥΔΡΑ,180 40,,
ΝΤΟΛΤΣΕ ΑΤΙΚΑ ΡΙΒΙΕΡΑ,"


10 Χλμ
",4,www.dolceatticariviera.com,reservations@dolceatticariviera.com,22940-71000,2103614923,22940-47700,Βραυρώνα,ΒΡΑΥΡΩΝΑ ΑΤΤΙΚΗΣ,190 03,,
ΝΤΟΜΟΤΕΛ ΚΑΣΤΡΙ,"


5 Χλμ
",4,www.domotel.gr/hotel/7/Kastri-Athens,kastri@domotel.gr,2103507100,2130106105,2103507121,Νέα Ερυθραία,ΕΛ.ΒΕΝΙΖΕΛΟΥ 154,146 71,,
ΝΤΟΡΙΑΝ ΙΝ,"


0.03 Χλμ
",3,www.greekhotels.com,dorianho@otenet.gr,210-5239782,,210-5226196,Αθήνα,ΠΕΙΡΑΙΩΣ 17,105 52,,
ΝΩΝΤΑΣ,,1,nautilusnontashotel.com,nontashotelagistri@yahoo.gr,22970-91065,22970-91212,,Μεγαλοχώρι-Αγκίστρι,ΜΕΓΑΛΟΧΩΡΙ,180 10,6987012755,
ΞΑΝΘΙΠΠΗ,"


9 Χλμ
",2,www.xanthippihotel.gr,info@xanthippihotel.gr,2297052201,+302104922016,210-9480685,Βαθύ,ΣΟΥΒΑΛΑ ΑΙΓΙΝΑΣ,180 10,210-4922016,210-9480685
ΞΕΝΙΑ ΗΛΙΟΣ,"


3 Χλμ
",3,,,22910-37024,22910-37034,,Ανάβυσσος,ΑΝΑΒΥΣΣΟΣ ΑΤΤΙΚΗΣ,190 13,2291-037017,2291-036998
ΞΕΝΙΑ ΠΟΡΟΣ ΙΜΑΤΖ,"


0.5 Χλμ
",4,www.porosimage.gr,info@porosimage.com,22980-22216,2109610150,22980-25725,Πόρος,ΠΟΡΟΣ ΤΡΟΙΖΗΝΙΑΣ,180 20,,
ΞΕΝΟΔΟΧΕΙΟ @ ΣΥΓΓΡΟΥ ΦΙΞ,"


1 Χλμ
",2,www.hotelsyngroufix.gr,sales@hotelsyngroufix.gr,2152159156,210-9233560,,Αθήνα,Λ.ΣΥΓΓΡΟΥ 94,117 42,,
ΞΕΝΟΦΩΝ,"


0.05 Χλμ
",4,www.xenophon-hotel.com,xenofo1@otenet.gr,210-2020310/9,,210-2020320,Αθήνα,ΑΧΑΡΝΩΝ 340,111 45,,
ΟΑΣΙΣ,,2,,svet_aeg@otenet.gr,22970-32312,,22970-32682,Αγία Μαρίνα,,180 10,,
ΟΑΣΙΣ,"


0.8 Χλμ
",4,www.oasishotelapartments.com,info@oasishotelapartments.com,210-8941662,,211-7800123,Γλυφάδα,ΛΕΩΦΟΡΟΣ ΠΟΣΕΙΔΩΝΟΣ 27,166 75,,
ΟΔΟΣ ΑΘΗΝΑΣ ΙΝ,,0,www.athinasstreetinn.gr,info@athinasstreetinn.gr,211-1821678,,,Αθήνα,ΑΘΗΝΑΣ 60,10551,,
ΟΙΚΟΓΕΝΕΙΑΚΟ,"


0.1 Χλμ
",2,www.familyinn.gr,info@familyinn.gr,210-7701947,,210-7701952,Αθήνα,Γ.ΠΑΠΑΝΔΡΕΟΥ  &  ΛΟΥΛΟΥΔΙΩΝ 27,157 73,,
ΟΙΚΟΝΟΜΙΑ,"


0.3 Χλμ
",2,www.economyhotel.gr,info@economyhotel.gr,2105220520,2105220521,210-5220640,Αθήνα,ΚΛΕΙΣΘΕΝΟΥΣ 5,105 52,,
ΟΛΙΒΙΑ ΧΑΟΥΖ 1,,1,www.oliviahouse1.gr,oliviahousepeiraias@gmail.com,2130411460,,,Πειραιάς,ΧΑΡ.ΤΡΙΚΟΥΠΗ 32 & ΑΛΚΙΒΙΑΔΗ,185 36,,
ΟΛΥΜΠΙΑΚΟΝ,"


1 Χλμ
",2,,vi_la@otenet.gr,210-4835500,210-4835503,,Πειραιάς,ΓΙΑΝΝΟΠΟΥΛΟΥ 11,185 47,,
