Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΠΑΝΟΡΑΜΑ 1,"


15 Χλμ
",1,,spiroskatseas@gmail.com,23740-52010,23740-52010,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,6945-770120,6945-770120,
ΠΑΝΟΡΑΜΑ ΙΝΝ,"


0.3 Χλμ
",1,www.panorama-inn.gr,info@panorama-inn.gr,23510-63000,23510-63044,Παραλία,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ & ΚΑΤΕΡΙΝΗΣ 10,601 00,,,
ΠΑΝΤΑΖΗΣ,"


10 Χλμ
",2,www.hotelpantazis.gr,hotelpadazis@yahoo.gr,23520-42555,23520-42550,Παραλία Παντελεήμονα,ΠΑΡΑΛ.Ν.ΠΑΝΤΕΛΕΗΜΟΝΑ ΠΙΕΡ,600 65,6944178476,2352-043707,
ΠΑΠΑΓΑΛΟΣ,,2,www.hotelpapagalos.com,contact@hotelpapagalos.com,23750-71247,,Νέος Μαρμαράς,,630 81,23750-71814,,
ΠΑΠΑΝΙΚΟΛΑΟΥ,,1,,marrillita@gmail.com,23770-23012,,Ιερισσός,ΙΕΡΙΣΣΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 75,,,
ΠΑΡΑ ΘΙΝ ΑΛΟΣ,,1,parathinalos.net,iopapastergiou@gmail.com,6936558934,2310-327833,Νέα Ρόδα,ΝΕΑ ΡΟΔΑ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-31221,231-0943606,
ΠΑΡΑΔΕΙΣΟΣ,,1,,,2310-279505,,Ιερισσός,,630 75,,,
ΠΑΡΑΔΕΙΣΟΣ,"


60 Χλμ
",3,www.paradise-kriopigi.gr,redifischris@gmail.com,23740-53520,23740-53208,Κρυοπηγή,,630 77,,2374-051039,
ΠΑΡΑΔΕΙΣΟΣ,"


5 Χλμ
",3,www.paradisehotel-hall.gr,,23910-23910,,Χαλκηδώνα,ΧΑΛΚΗΔΟΝΑ ΘΕΣ/ΝΙΚΗΣ,570 07,,,
ΠΑΡΑΚΤΙΟΝ,"


10 Χλμ
",1,www.hotelparaktio.gr,hotel_paraktio@yahoo.gr,23990-23543,23990-48003,Νέα Καλλικράτεια,Ν.ΚΑΛΛΙΚΡΑΤΕΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 80,23990-48110,,
ΠΑΡΑΛΙΑ ΙΝΝ,"


5 Χλμ
",2,www.flydream.gr,flydream@otenet.gr,23510-61085,23510-61990,Παραλία,ΠΑΡΟΔΟΣ ΠΑΥΛΟΥ ΜΕΛΑ 8,601 00,,,
ΠΑΡΑΛΙΑ ΜΠΙΤΣ,,3,www.paraliabeach.gr,info@paraliabeach.gr,2351061762,2351061762,Παραλία,ΣΤΡΑΤΟΥ 4,601 00,,6977404290,
ΠΑΡΑΛΙΑ ΠΟΛΥΧΡΟΝΟΥ,"


1 Χλμ
",3,,polychronobeach@gmail.com,23740-52155,23740-52977,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2374-051925,2374-052977
ΠΑΡΑΛΙΟΝ,"


12 Χλμ
",3,www.hotel-paralio.com,paralio@otenet.gr,6977227099,23740-43310,Ποσείδι,,630 77,6977227099,6977-227099,
ΠΑΡΗΣ,,2,,info@hotel-paris-apartments.gr,6977578856,,Καλλιθέα,,60100,,,
ΠΑΡΘΕΝΗΣ,"


20 Χλμ
",1,,billys.parthenis@gmail.com,23740-63366,23740-63366,Πευκοχώρι,,630 85,,2374-061392,
ΠΑΡΘΕΝΩΝ,"


7 Χλμ
",2,www.hotel-parthenon.gr,info@hotel-parthenon.gr,23510-61896,23510-63325,Ολυμπιακή Ακτή,ΚΛΕΙΟΥΣ  &  ΠΟΣΕΙΔΩΝΟΣ,601 00,23510-63322,6974-106666,
ΠΑΡΘΕΝΩΝΑΣ,"


25 Χλμ
",4,www.parthenonas.gr,info@parthenonas-chalkidiki.com,23750-72225,23750-72361,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,6944-382384,6944-382384,
ΠΑΡΚ,"


0.5 Χλμ
",2,,,23210-22133,,Σέρρες,ΠΑΠΑΠΑΥΛΟΥ 18,621 22,23210-23533,,
ΠΑΡΚ,"


1 Χλμ
",3,www.parkhotel.com.gr,info@parkhotel.com.gr,2310-524121,2310-524193,Θεσσαλονίκη,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ 81,546 30,,,
ΠΑΡΚ,"


2 Χλμ
",3,www.parkhotelkaterini.gr,info@parkhotelkaterini.gr,23510-25103,23510-25105,Κατερίνη,1 ΧΛΜ ΠΑΛΑΙΑΣ ΕΟ ΚΑΤΕΡΙΝΗΣ ΑΘΗΝΩΝ,601 00,23510-25104,,
ΠΑΡΚ,"


1 Χλμ
",2,,hotelpark2019@gmail.com,23430-22221,23430-22221,Πολύκαστρο,,612 00,6945257821,,
ΠΑΡΚ ΟΤΕΛ ΤΑΣΟΣ,"


0.1 Χλμ
",2,,gkakkas@yahoo.gr,23720-41722,23720-41858,Παλαιοχώρι,ΠΑΛΑΙΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 74,,,
ΠΑΡΥΦΕΣ,"


2 Χλμ
",3,www.paryfes.gr,info@paryfes.gr,23430-42615,23430-42815,Γουμένισσα,,613 00,,,
ΠΑΣΧΟΣ,"


10 Χλμ
",3,www.hotel-pashos.com,info@grandotel.gr,23740-22543,23740-23293,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΠΑΤΡΙΚΟ,"


10 Χλμ
",2,www.patriko.gr,info@patriko.gr,23810-31018,23810-31018,Άγιος Αθανάσιος,ΑΓ.ΑΘΑΝΑΣΙΟΣ ΕΔΕΣΣΑΣ ΠΕΛΛΑΣ,580 02,,,
ΠΑΥΛΟΣ,"


0.05 Χλμ
",1,,hotelpavlos@yahoo.gr,23510-61397,,Παραλία,ΒΑΣ. ΠΑΥΛΟΥ 22,601 00,,,
ΠΕΛΛΑ,"


1 Χλμ
",2,www.pella-hotel.gr,pellahot@otenet.gr,2310-524221,2310-524223,Θεσσαλονίκη,ΙΩΝΟΣ ΔΡΑΓΟΥΜΗ 63,546 30,2310-524222,,
ΠΕΛΛΑ,,1,,,23750-72020,,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,,,
ΠΕΛΛΑ,"


2 Χλμ
",3,www.hotelpella.gr,hpella@otenet.gr,23820-81433,23820-81437,Γιαννιτσά,ΜΗΤΡΟΠΟΛΕΩΣ 3,581 00,23820-81434,,
ΠΕΛΛΗ,"


0.5 Χλμ
",3,www.Τhegreekhotel.com,manager@pellihotel.com,23740-61612,23740-61291,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,6982151213,
ΠΕΛΟΤΟΝ,,3,peloton.gr,peloton.hotel@gmail.com,2351061819,,Καλλιθέα,,60150,6949805951,,
ΠΕΝΗ-ΡΕΝΝΥ,"


20 Χλμ
",2,,cosmotelia@yahoo.com,23740-63488,2310-334440,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚ/ΚΗΣ,630 85,,231-0334441,
ΠΕΡΑΙΑ,"


6 Χλμ
",1,www.perea-hotel.gr,info@perea-hotel.gr,23920-21315,23920-21307,Περαία,ΔΗΜΟΚΡΑΤΙΑΣ 15,570 19,23920-21316,,
ΠΕΤΟΥΝΙΑ,,2,www.hotelpetunia.gr,contact@hotelpetunia.gr,23750-71870,23750-72118,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,,,
ΠΕΤΡΙΔΗΣ,"


22 Χλμ
",3,www.hotelpetridis.com,hotelpet@otenet.gr,23740-61603,23740-61734,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,61625,231-0431504,
ΠΕΤΡΙΔΗΣ,"


6 Χλμ
",1,,geop_3@hotmail.com,23510-63090,,Ολυμπιακή Ακτή,ΕΡΜΟΥ 13,601 00,,,
ΠΕΤΡΙΝΟ ΣΟΥΙΤΕΣ ΟΤΕΛ,"


6 Χλμ
",4,www.petrino-hotel.gr,info@petrino-hotel.gr,23740-91635,23740-91659,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΠΕΥΚΑ,"


3 Χλμ
",3,,tzintzisp@pefkahotel.gr,2310-341153,2310-341035,Θεσσαλονίκη,ΠΑΝΟΡΑΜΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,552 00,2310341282,,
ΠΕΥΚΟ,"


23 Χλμ
",1,www.hotel-peyko.gr,info@hotel-peyko.gr,2375072004,2375072004,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,,,
ΠΕΦΤΑΣΤΕΡΙ,"


4 Χλμ
",1,,agrigiannisgeorgios@gmail.com,23750-52455,23710-52455,Ψακούδια,,630 71,23710-41754,2371-041754,
ΠΗΓΑΣΟΣ,,2,www.pegasushotel.gr,info@pegasushotel.gr,23740-52036,,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-52657,,
ΠΗΓΑΣΟΣ,"


7 Χλμ
",1,www.hotelpigasos.gr,info@hotelpigasos.gr,23510-64020,2351064020,Παραλία,ΕΡΜΟΥ 5,601 00,,6979-793065,
ΠΗΓΗ,"


7 Χλμ
",2,https://www.hotelpighi.gr/,pighi@windowslive.com,23740-51913,23740-52666,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-52547,,
ΠΗΓΗ,"


3 Χλμ
",1,www.spa.gr,spa1@otenet.gr,23230-22422,23230-24858,Σιδηρόκαστρο,,623 00,,,
ΠΗΛΑΛΙΔΗΣ,"


0.3 Χλμ
",3,www.pilalidishotel.gr,info@pilalidishotel.gr,23740-61076,23740-62932,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-62532,6979553421,
ΠΙ.ΑΡ.,"


0.6 Χλμ
",4,www.royalpalace.gr,info@royalpalace.gr,23520-42200,23520-43700,Πλαταμώνας,ΚΑΡΑΜΑΝΛΗ 51,600 65,23520-42230,,
ΠΙΕΡΙΔΕΣ,"


1 Χλμ
",3,www.pierides.gr,pierides.mouses@gmail.com,23530-21500,23530-21503,Κολινδρός,,600 61,,,
ΠΙΕΡΙΩΝ ΜΟΥΣΕΣ,"


4.5 Χλμ
",2,,pierionmusses@hotmail.gr,23510-86000,23510-86007,Ελατοχώρι,,601 00,69460-04966,,
ΠΙΚΡΟΛΙΜΝΗ,"


15 Χλμ
",3,www.pikrolimnispa.gr,benetakk@gmail.com,23410-29971,23410-29975,Ξυλοκερατέα,,611 00,,,
ΠΙΝΔΟΣ,"


1 Χλμ
",1,,,23520-41588,,Πλαταμώνας,ΠΛΑΤΩΝΟΣ 1,600 65,,2492-022479,2492-022224
ΠΛΑΖΑ,,2,hotel-plaza.gr,fleur@otenet.gr,23740-51264,23740-52202,Χανιώτης,ΧΑΝΙΩΤΗΣ ΧΑΛΚΙΔΙΚΗΣ,630 85,2310-453100,6932-445544,231-0418800
ΠΛΑΖΑ,"


2 Χλμ
",3,www.hotelplaza.gr,info@hotelplaza.gr,2310-520120,2310-502868,Θεσσαλονίκη,ΠΑΓΓΑΙΟΥ 5 & ΔΟΞΑΣ,546 25,,,
ΠΛΑΖΑ,"


7 Χλμ
",2,www.flydream.gr,flydream@otenet.gr,23510-63440,23510-64124,Παραλία,Π.ΜΕΛΛΑ 16,601 00,23510-63413,,
ΠΛΑΤΑΜΩΝ ΣΕΝΤΡΑΛ,"


2 Χλμ
",2,www.platamon-centrale.gr,info@platamon-centrale.gr,23520-44444,23520-44333,Πλαταμώνας,Κ.ΚΑΡΑΜΑΝΛΗ 144,600 65,,,
ΠΛΑΤΑΝΟΣ,"


0.5 Χλμ
",1,,levlachou@gmail.com,23520-31365,,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,,6938-039970,
ΠΛΑΤΩΝ,,1,,dimitris_tziouvaras@yahoo.gr,23520-43330,,Νέοι Πόροι,ΜΕΓ.ΑΛΕΞΑΝΔΡ. &  ΑΘ.ΔΙΑΚΟΥ,600 65,,,
ΠΛΕΙΑΔΕΣ,"


15 Χλμ
",3,www.pliades.gr,info@pliades.gr,23520-22661,23520-22662,Παντελεήμονας,,600 65,6979-621810,,
ΠΟΖΑΡ ΑΛΑΤΟΣΠΗΛΑΙΟ,,3,www.pozarpallas.gr,info@pozarpallas.gr,23840-91357,23840-91460,Λουτράκι,ΛΟΥΤΡΑΚΙ ΑΡΙΔΑΙΑΣ,584 00,,,
ΠΟΛΥΑΣΤΡΟΝ ΠΛΕΪΣ,,4,www.polyastronplace-hotel.com,info@polyastronplace-hotel.com,2310-455450,,Σάνη,ΣΑΝΗ ΚΑΣΣΑΝΔΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΠΟΝΤΟΣ,"


1 Χλμ
",3,www.hotel-pontos.gr,info@hotel-pontos.gr,23750-94301,23750-94302,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,23750-94303,,
ΠΟΠΗ,"


5 Χλμ
",1,https://hotel-popi.webnode.gr,hotelpopi@yahoo.gr,23520-33732,23520-22236,Λεπτοκαρυά,ΓΟΥΝΑΡΗ 33,600 63,23520-22236,2352-033732,2352-022236
ΠΟΠΗ,"


1 Χλμ
",1,,,23770-22765,,Ιερισσός,,630 75,,,
ΠΟΡΤ ΜΑΡΙΝΑ,"


90 Χλμ
",3,www.port-marina-hotel.com,crs@xv-hotels.com,23740-92000,23740-92108,Παλιούρι,ΠΑΛΙΟΥΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-92153,6937313055,
ΠΟΡΤΕΣ ΛΙΘΟΣ ΠΟΛΥΤΕΛΕΣ ΘΕΡΕΤΡΟ,,5,https://porteslithos.gr/,info@porteslithos.gr,2373309100,2373042125,Άγιος Μάμας,,63200,2373041925,,
ΠΟΡΤΕΣ ΜΠΗΤΣ,"


5 Χλμ
",4,www.portesbeach.gr,info@portesbeach.gr,2373041925,23730-42125,Άγιος Μάμας,ΑΓΙΟΣ ΜΑΜΑΣ ΧΑΛΚΙΔΙΚΗΣ,632 00,2373440800,,
ΠΟΡΤΟ ΚΑΛΙΑΛΗ,,1,www.portokalliali.com,info@portokalliali.com,23770-71441,23770-71440,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,,6977079426,
ΠΟΡΤΟ ΚΟΥΦΟ,"


20 Χλμ
",2,www.portokoufohotel.gr,info@portokoufohotel.gr,23750-51207,2310-238229,Κουφός,ΠΟΡΤΟ ΚΟΥΦΟ ΣΥΚ.ΧΑΛΚ/ΚΗΣ,630 72,23750-51095,231-0226919,231-0238229
ΠΟΡΤΟ ΜΑΡΙΝ,"


38 Χλμ
",4,www.portomarinehotel.gr,info@portomarinehotel.gr,23520-42444,23520-42020,Πλαταμώνας,,60065,,,
ΠΟΡΤΟ ΜΑΤΙΝΑ,"


8 Χλμ
",3,www.portomatina.gr,info@portomatina.gr,23750-61297,23750-61397,Μεταμόρφωση,ΜΕΤΑΜΟΡΦΩΣΗ ΧΑΛΚΙΔΙΚΗΣ,630 78,,231-0269371,231-0223006
ΠΟΡΤΟ ΣΑΝΗ,"


23 Χλμ
",5,www.saniresort.gr,info@saniresort.gr,23740-99520,23740-99529,Σάνη,ΣΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-99400,231-0312320,231-0317881
ΠΟΡΦΥ,"


20 Χλμ
",3,www.porfi.gr,info@porfi.gr,23750-22980,23750-22983,Νικήτη,ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 88,,,
ΠΟΣΕΙΔΙ ΧΟΛΙΝΤΕΙΣ,"


12 Χλμ
",5,www.possidi-holidays.gr,management@possidi-holidays.gr,23740-42147,23740-42028,Καλάνδρα,ΚΑΛΑΝΔΡΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,,2374-042103,2374-042028
ΠΟΣΕΙΔΩΝ,"


8 Χλμ
",3,www.paraliaposeidon.gr,info@paraliaposeidon.gr,23510-61331,23510-62654,Παραλία,ΠΑΡΑΛΙΑ ΠΙΕΡΙΑΣ,601 00,23510-30979,,
ΠΟΣΕΙΔΩΝ,"


10 Χλμ
",4,www.poseidon.com.gr,stefanossim@yahoo.gr,23750-71021,23750-71355,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,23754-40700,231-0249304,231-0207688
ΠΟΣΕΙΔΩΝ,"


20 Χλμ
",2,,,23740-61170,,Πευκοχώρι,,630 85,,,
ΠΟΣΕΙΔΩΝ ΠΑΛΛΑΣ,"


2.5 Χλμ
",4,www.poseidonpalace.gr,reservations@poseidonpalace.gr,23520-31602,23520-31680,Λεπτοκαρυά,ΚΟΥΦΑΛΑ,600 63,23520-31624,2352-031602,2352-031680
ΠΟΣΕΙΔΩΝΙΟΝ,"


17 Χλμ
",2,,,23740-52885,,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,6977-351782,
ΠΟΣΕΙΔΩΝΙΟΣ ΘΕΑ,,3,,psvhotel@gmail.com,2374051401,,Κρυοπηγή,Τ.Θ.35,630 77,,2374051401,
ΠΟΣΙΔΙ ΠΑΡΑΝΤΑΙΣ,"


3 Χλμ
",4,,crs@xv-hotels.com,23740-42030,23740-42081,Ποσείδι,ΠΟΣΕΙΔΙ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-42046,231-0341031,231-0341031
ΠΟΤΕΙΔΑΙΑΣ ΜΕΛΑΘΡΟΝ,"


5 Χλμ
",4,www.potidea-palace.com,info@potidea-palace.com,23730-41653,23730-41885,Άγιος Μάμας,ΑΓ.ΜΑΜΑΣ ΧΑΛΚΙΔΙΚΗΣ,632 00,2310-266759,2373-041653,
ΠΟΤΙΔΑΙΑ ΧΡΥΣΗ ΑΚΤΗ 2,"


6 Χλμ
",1,https://acrosshotels.gr/goldenbeachhotel/,goldenbeach@across.gr,23730-41657,23730-41251,Νέα Ποτείδαια,Ν.ΠΟΤΙΔΑΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 00,23730-41679,,
ΠΡΑΣΙΝΟ ΑΚΡΩΤΗΡΙ,"


5 Χλμ
",1,,caboverdehotel@yahoo.gr,23920-52910,23920-52910,Αγία Τριάδα,,570 19,,,
ΠΡΑΣΙΝΟ ΧΩΡΙΟ,,2,www.prasinohorio.gr,info@prasinohorio.gr,23720-22090,23720-22097,Αρναία,,630 74,23720-22090,,
ΠΡΕΣΤΙΖ,"


7 Χλμ
",2,www.hotelprestige.gr,info@hotelprestige.gr,2310-697354,2310-699355,Ωραιόκαστρο,,570 13,2310-698221,,
ΠΡΩΤΑΓΩΝΙΣΤΗΣ,,3,www.principal-paralia.gr,hotel@principal-paralia.gr,23510-62450,,Καλλιθέα,,601 00,23510-64230,,
ΠΥΘΑΡΙ,"


5 Χλμ
",1,www.hotelpithari.gr,info@hotelpithari.gr,23920-51081,23920-51445,Αγία Τριάδα,ΚΟΛΟΚΟΤΡΩΝΗ 1,570 19,,,
ΠΥΡΓΟΣ,"


0.2 Χλμ
",2,www.hotel-pyrgos.gr,info@hotel-pyrgos.gr,23770-71281,23770-71211,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,,2377-071281,2377-071211
ΠΥΡΓΟΣ Ο ΕΝ ΟΛΥΜΠΩ,,4,www.chateaudelolympe.gr,chateauolympe@gmail.com,23520-61355,23520-61451,Λιτόχωρο,ΛΙΤΟΧΩΡΟ ΠΙΕΡΙΑΣ,602 00,,,
ΡΑΣΤΩΝΗ,"


0.02 Χλμ
",1,www.hotel-rastoni.gr,rastoni.hotel@gmail.com,23520-41731,23520-41791,Πλαταμώνας,Κ. ΚΑΡΑΜΑΝΛΗ 102,600 65,23520-41282,2352-041282,
ΡΑΧΩΝΑ,"


1 Χλμ
",1,,rahona@otenet.gr,23750-71994,23750-72894,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,23750-72893,,
ΡΑΧΩΝΙ,"


7 Χλμ
",5,http://rahoni.cronwell.com,booking@rahoni.gr,23740-71977,23740-71976,Νέα Σκιώνη,Ν.ΣΚΙΩΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-71502,,
ΡΕΑ,"


7 Χλμ
",1,www.hotel-rea.gr,reahotel@gmail.com,23510-64254,,Καλλιθέα,ΤΑΧ.ΘΥΡΙΔΑ 14,601 00,,2351064254,
ΡΕΜΑ,"


12 Χλμ
",3,www.hotelrema.com,info@hotelrema.com,23750-91071,23750-91198,Βουρβουρού,ΒΟΥΡΒΟΥΡΟΥ ΧΑΛΚΙΔΙΚΗΣ,630 78,23750-91142,2375-091142,2375-091180
ΡΕΝΑ,"


8 Χλμ
",1,www.rena-bs.gr,geko.bs@gmail.com,23510-61114,23510-61114,Παραλία,ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 29,601 00,,2351-061114,2351-061114
ΡΕΞ,"


1 Χλμ
",2,www.rexhotelthessaloniki.gr,info@rexhotelthessaloniki.gr,2310-517051,2310-539697,Θεσσαλονίκη,ΜΟΝΑΣΤΗΡΙΟΥ 39,546 27,2310-517052,,
ΡΕΞ,"


0.02 Χλμ
",1,,,23520-41628,,Πλαταμώνας,Β'ΠΑΡΟΔΟΣ ΚΩΝ.ΚΑΡΑΜΑΝΛΗ 3,600 65,,,
ΡΕΤΖΙΚΑ,"


5 Χλμ
",1,www.retzikas.gr,info@retzikas.gr,23920-44786,23920-44786,Επανομή,ΠΟΤΑΜΟΣ ΕΠΑΝΟΜΗΣ ΘΕΣ/ΝΙΚΗΣ,575 00,,,
ΡΕΦΑΝΙΔΗΣ ΟΙΚΟΛΟΓΙΚΟ ΞΕΝΟΔΟΧΕΙΟ,"


2 Χλμ
",4,www.refanidishotel.gr,info@refanidishotel.gr,23270-28000,23270-28001,Κάτω Πορόια,,620 55,,,
ΡΗΓΑΚΗΣ,"


20 Χλμ
",2,www.rigakishotel.com,info@rigakishotel.com,23740-63336,23740-20166,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-61411,2874-061411,2874-020166
ΡΗΓΑΣ,,4,www.rigas-hotel.gr,info@rigas-hotel.gr,23740-91187,23740-91667,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-91120,231-0306643,231-0330048
ΡΗΧΙΟΣ,"


1 Χλμ
",3,www.hotelrihios.gr,rihios@otenet.gr,23970-65800,23970-65475,Σταυρός,ΠΑΡΑΛΙΑΚΗ ΣΤΑΥΡΟΥ-ΒΡΑΣΝΩΝ,570 14,23970-65801,2397-061707,2397-065475
ΡΙΚΙ,,1,,lenamenta17@gmail.com,23510-64053,,Παραλία,ΑΘΗΝΑΣ 12,601 00,,,
ΡΟΔΗ,,2,,mariasahpe@hotmail.com,2374111926,,Πολύχρονο,,630 85,,,
ΡΟΔΙ ΕΥΕΞΙΑ,"


5 Χλμ
",5,www.pomegranatespahotel.com,info@pomegranatespahotel.com,23730-43070,23730-43119,Άγιος Μάμας,ΑΓΙΟΣ ΜΑΜΑΣ ΧΑΛΚΙΔΙΚΗΣ,632 00,,,
ΡΟΔΟΝ,"


7 Χλμ
",2,http://hotelrodon.gr/,info@hotelrodon.gr,23510-62848,23510-62848,Παραλία,,601 00,,2351-031566,
ΡΟΜΠΟΛΟ,,3,,ROULAMALTI@GMAIL.COM,2352306715,2352306715,Λιτόχωρο,Ν.ΛΑΠΠΑ 5,60200,2352306715,6942018939,2352306715
ΡΟΤΟΝΤΑ,"


3 Χλμ
",3,www.hotelrotonda.com,info@hotelrotonda.com,2310517121,2310524159,Θεσσαλονίκη,ΜΟΝΑΣΤΗΡΙΟΥ 97,546 27,2310517122,,
ΡΟΥΑΓΙΑΛ,"


15 Χλμ
",4,www.royalhalkidiki.gr,info@royalhalkidiki.gr,23740-51030,23740-51146,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,6943272608,,
ΡΟΥΑΓΙΑΛ,"


6 Χλμ
",4,www.royal-hotel.gr,info@royal-hotel.gr,23920-21144,23920-21127,Πλαγιάρι,ΠΛΑΓΙΑΡΙ ΘΕΣΣΑΛΟΝΙΚΗΣ,575 00,,,
ΣΑΚΗΣ,"


20 Χλμ
",1,,,23750-51262,23750-51261,Τορώνη,ΤΟΡΩΝΗ ΣΥΚΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 72,,2310-929520,23750-51261
ΣΑΛΕ ΕΛΑΤΟΣ,"


7 Χλμ
",3,www.sapin.gr,chaletsapin@gmail.com,23810-31548,23810-31548,Άγιος Αθανάσιος,,580 02,2310-458157,231-0458157,231-0445663
ΣΑΜΕΛ,"


4 Χλμ
",2,www.samelhotel.com,info@samelhotel.com,2374027069,,Σίβηρη,ΣΙΒΗΡΗ ΚΑΣΣΑΝΔΡΑΣ ΧΑΛΚ/ΚΗΣ,630 77,,23920-62531,
ΣΑΝ ΑΝΤΟΝΙΟ,"


3 Χλμ
",2,www.hotel-sanantonio.gr,sa-hotel@otenet.gr,23510-64444,23510-64404,Παραλία,ΥΨΗΛΑΝΤΟΥ 6,601 00,,,
ΣΑΝ ΡΑΙΖ,"


0.1 Χλμ
",3,www.sunrise-ammouliani.gr,info@sunrise-ammouliani.gr,23770-51273,23770-51174,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-51173,2377-051273,2377-051174
ΣΑΝΗ ΝΤΙΟΥΝΣ,,5,http://www.sani-resort.com/en_GB/our-hotels/sani-dunes-hotel,crs@saniresort.gr,2374099505,2374099509,Κασσάνδρεια,,63077,,,
ΣΑΝΙΑ,"


0.5 Χλμ
",1,,,23520-42484,,Νέοι Πόροι,ΔΑΦΝΗΣ 30,600 65,,2352-042484,2352-042484
ΣΑΝΤΥ,"


25 Χλμ
",2,,hotelsandychalkidiki@gmail.com,2374061647,2374061647,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,2373024447,6977468667,2373065271
ΣΑΡΑΝΤΗΣ,"


90 Χλμ
",3,www.sarantishotel.gr,info@sarantishotel.gr,23740-52123,23740-52343,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-51993,231-0458357,2374-052343
