Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΤΖΟΛΥ,"


0.4 Χλμ
",2,,jollyigm@otenet.gr,26650-23971,26650-23007,Ηγουμενίτσα,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 14,461 00,26650-23972,,
ΤΖΟΥΜΕΡΚΑ,"


2 Χλμ
",3,,hoteltzoumerka@yahoo.gr,26590-61590,26590-61336,Πράμαντα,ΠΡΑΜΑΝΤΑ ΙΩΑΝΝΙΝΩΝ,440 01,26590-61590,2659-061590,
ΤΟ ΑΡΧΟΝΤΙΚΟ ΤΗΣ ΑΡΙΣΤΗΣ,"


25 Χλμ
",3,,info@arhontiko-aristis.gr,26530-42210,26530-42211,Αρίστη,ΑΡΙΣΤΗ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 04,26530-42211,,
ΤΟ ΑΡΧΟΝΤΙΚΟ ΤΟΥ ΣΕΡΙΦΗ,"


20 Χλμ
",4,www.serifishotel.gr,cserifi@dpem.tuc.gr,26550-24090,,Μόλιστα,ΜΟΛΙΣΤΑ ΚΟΝΙΤΣΑΣ ΙΩΑΝΝΙΝΩΝ,440 20,,,
ΤΟ ΒΟΥΝΟ ΟΡΕΙΝΟ ΘΕΡΕΤΡΟ,"


40 Χλμ
",4,www.lamunte.gr,info@lamunte.gr,26560-29030,26560-29035,Ανήλιο,ΑΝΗΛΙΟ ΜΕΤΣΟΒΟΥ,442 00,26560-29031,,
ΤΟ ΖΑΓΟΡΙ,,3,http://hotelradiozagori.business.site/,,26530-81003,,Σκαμνέλλι,,440 10,,,
ΤΟ ΚΑΔΙ,"


0.1 Χλμ
",2,www.kadi.gr,konvagelis@gmail.com,26530-81360,26530-81029,Τσεπέλοβο,,440 10,26530-81029,,
ΤΟ ΚΑΛΝΤΕΡΙΜΙ,"


38 Χλμ
",2,,,26530-71510,,Μονοδένδρι,,440 07,,,
ΤΟ ΜΠΟΥΡΑΖΑΝΙ,"


12 Χλμ
",3,www.bourazani.gr,burazani@otenet.gr,26550-61283,26550-61321,Κόνιτσα,ΜΠΟΥΡΑΖΑΝΙ ΚΟΝΙΤΣΑΣ ΙΩΑΝ.,441 00,26550-61320,,
ΤΟ ΠΑΠΙΓΚΟ,"


30 Χλμ
",2,www.epirus.com/hotel-papigo,,26530-41375,,Πάπιγκο,ΠΑΠΙΓΚΟ ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΤΟ ΡΑΔΙΟ,,2,,,26530-81252,,Σκαμνέλλι,ΣΚΑΜΝΕΛΙ ΙΩΑΝΝΙΝΩΝ,440 10,,,
ΤΟ ΡΟΔΙ,,2,www.torodi.gr,xenonasrodi@yahoo.gr,26530-41954,,Πάπιγκο,ΠΑΠΙΓΚΟ ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΤΟ ΣΠΙΤΙ ΜΑΣ,,4,,haritakis1000@hotmail.com,26530-41082,,Πάπιγκο,ΠΑΠΙΓΚΟ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 04,,,
ΤΟ ΣΠΙΤΙ ΤΟΥ ΚΑΠΕΤΑΝΙΟΥ,,4,www.captainshousepreveza.gr,info@captainshousepreveza.gr,26820-23915,26820-61474,Πρέβεζα,ΚΑΡΥΩΤΑΚΗ 6,481 00,,,
ΤΟ ΣΠΙΤΙ ΤΟΥ ΟΡΕΣΤΗ,"


36 Χλμ
",4,www.orestishouse.gr,info@orestishouse.gr,2653071202,26510-68566,Άνω Πεδινά,ΑΝΩ ΠΕΔΙΝΑ ΙΩΑΝΝΙΝΩΝ,440 07,6944394193,,
ΤΟ ΣΥΡΡΑΚΟ,"


20 Χλμ
",3,www.syrrakohotel.gr,info@syrrakohotel.gr,26510-53410,26510-66812,Πράμαντα,ΣΥΡΡΑΚΟ,440 01,,2651-066812,2651-066812
ΤΟ ΦΑΡΑΓΓΙ,"


52 Χλμ
",2,www.tofaraggi.com,tofaraggi@yahoo.gr,26530-81014,26530-81014,Τσεπέλοβο,,440 10,,6972266968,
ΤΟ ΧΑΝΙ,"


10 Χλμ
",3,www.xanihotel.gr,info@xanihotel.gr,26550-24567,26650-24568,Κλειδωνιά,,450 00,,,
ΤΟ ΧΑΝΙ,,3,,,26530-42150,,Αρίστη,,440 16,,,
ΤΟΡΥΝΗ,"


0.04 Χλμ
",2,https://torini-gr.book.direct/el-gr,hoteltorini@hotmail.com,26840-31219,,Πάργα,ΜΑΝΔΗΛΑΡΑ 1,480 60,,2684-031669,
ΤΟΥΡΙΣΤ,"


3 Χλμ
",2,,,000-0000000,,Ιωάννινα,ΚΩΛΕΤΤΗ 18,454 44,,,
ΤΟΥΡΙΣΤ,"


0.2 Χλμ
",1,www.inparga.com/tourist,info@parga.net,26840-31833,26840-31834,Πάργα,ΤΖΑΒΕΛΛΑ 6,480 60,,2684-031515,2684-031843
ΤΟΥΡΙΣΤΙΚΟ ΘΕΡΕΤΡΟ ΤΟ ΔΙΑΜΑΝΤΙ ΤΩΝ ΣΥΒΟΤΩΝ,"


24 Χλμ
",5,www.sivotadiamond.gr,info@sivotadiamond.gr,26650-93286,26650-93212,Σύβοτα,ΣΥΒΟΤΑ,461 00,26650-94006,,
ΤΡΕΙΣ ΑΚΤΕΣ,,3,www.3aktes.gr,info@3aktes.gr,26650-91206,26650-91306,Πέρδικα,ΠΕΡΔΙΚΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,,,
ΤΡΩΑΔΑ,,4,,,26530-71122,,Βίτσα,ΒΙΤΣΑ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,440 07,26530-71123,,
ΤΣΟΥΚΑ ΡΟΣΑ,"


50 Χλμ
",2,,ofanis_@otenet.gr,26530-81271,26530-81721,Τσεπέλοβο,,440 10,,,
ΤΥΜΦΗ,,2,www.tymfi.com,info@tymfi.com,26530-81133,26530-81133,Τσεπέλοβο,,440 10,26530-81330,,
ΦΑΡΑΓΓΙ,"


12 Χλμ
",2,www.faraggi.gr,hotelfaraggi@yahoo.gr,2655023171,26550-23608,Κλειδωνιά,ΚΛΕΙΔΩΝΙΑ ΚΟΝΙΤΣ.ΙΩΑΝΝΙΝ.,441 00,2655022054,,
ΦΑΣΟΥΛΗΣ,,2,,,26550-81481,,Κεφαλοχώρι,,440 15,,,
ΦΙΛΟΚΑΛΙΑ,,3,www.filokalia.gr,info@filokalia.gr,26510-76765,2651083217,Ιωάννινα,ΘΕΣΗ ΒΟΤΑΝΙΚΟΣ,455 00,,,
ΦΙΛΟΞΕΝΙΑ,"


30 Χλμ
",2,www.filoxeniahotel.gr,info@filoxeniahotel.gr,26820-56517,26820-56517,Λυγιά,,481 00,,2682-056469,
ΦΙΛΟΞΕΝΙΑ,"


12 Χλμ
",3,,philoxenia15@gmail.com,26840-41600,,Αμμουδιά,,481 00,,,
ΦΙΛΟΞΕΝΙΑ,"


5 Χλμ
",3,www.filoxeniahotel.eu,info@filoxeniahotel.eu,26510-93702,26510-93971,Νέο Μπιζάνιο,ΜΠΙΖΑΝΙ ΙΩΑΝΝΙΝΩΝ,455 00,6977-438702,6974-498120,
ΦΙΛΥΡΑ,"


1 Χλμ
",2,www.hotelfilyra.gr,info@hotelfilyra.gr,26510-83560,,Ιωάννινα,ΑΝΔΡ.ΠΑΛΑΙΟΛΟΓΟΥ 18,452 21,6932-601240,,
ΦΛΟΚΑ,"


0.5 Χλμ
",2,www.metsovo.biz/hotelflokas,,26560-41309,,Μέτσοβο,ΤΣΟΥΜΑΚΑ 12,442 00,,,
ΦΥΛΑΚΑΣ,,3,www.hotel-filakas.gr,info@hotel-filakas.gr,26650-93345,26650-93166,Σύβοτα,ΣΥΒΩΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,26650-93461,6945554367,
ΦΥΛΙΡΑ,"


10 Χλμ
",2,www.hotelfilira.gr,hotelfilira@yahoo.gr,26530-71371,26530-71371,Βίτσα,ΒΙΤΣΑ ΖΑΓΟΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,451 00,,,
ΦΩΤΕΙΝΗ,"


4 Χλμ
",2,,info@hotelfotini.gr,6977-948715,,Μύτικας,ΜΥΤΙΚΑΣ ΠΡΕΒΕΖΗΣ,481 00,26820-41283,26810-83713,
ΧΑΓΙΑΤΙ,"


50 Χλμ
",2,www.hayati.gr,glinavos@otenet.gr,26530-81301,26530-81301,Τσεπέλοβο,ΤΣΕΠΕΛΟΒΟ ΙΩΑΝΝΙΝΩΝ,440 10,210-6531862,210-6531862,26530-81301
ΧΑΓΙΑΤΙ,"


2 Χλμ
",3,www.hagiati-ioannina.gr,info@hagiati-ioannina.gr,26510-37570,26510-37240,Ιωάννινα,ΣΤΡΑΤΗΓΟΠΟΥΛΟΥ 11,452 21,,,
ΧΑΜΚΩ,"


0.2 Χλμ
",3,,,26550-23107,,Κόνιτσα,ΑΓ.ΝΙΚΟΛΑΟΥ 15,455 00,6945871903,,
ΧΑΟΝΕΣ ΣΟΥIΤΕΣ,,3,http://haonessuites.gr,haonessuites@gmail.com,2651081405,2651081406,Πέραμα,ΚΑΤΣΜΗΤΡΟΥ 19,455 00,,,
ΧΑΣΑΚΗΣ,"


9 Χλμ
",2,www.chasakis.gr,stamxasak@hotmail.com,2682052220,26820-52220,Κανάλι,,481 00,26820-52333,6942880904,
ΧΡΥΣΟΒΑΛΑΝΤΟΥ,,3,,info@hotel-chrisovalanto.gr,26650-93237,,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,,,
ΩΚΕΑΝΟΣ,,4,,panoskele65@gmail.com,26820-54110,25410-87911,Καστροσυκιά,,48100,25410-71121,,
ΩΡΑΙΑ ΘΕΑ – ΜΠΕΛΛΑ ΒΙΣΤΑ,"


3 Χλμ
",2,www.inparga.com/bellavista,zigourisco@otenet.gr,26840-31833,26840-31834,Πάργα,ΠΑΡΓΑ,480 60,,2684-031239,2684-031843
ΩΡΙΑΝΑ,"


25 Χλμ
",2,www.hoteloriana.com,info@hoteloriana.gr,26650-93520,2665093521,Σύβοτα,ΣΥΒΟΤΑ ΘΕΣΠΡΩΤΙΑΣ,461 00,6944154692,6977076482,
